"","weeks","age_group","inc"
"1",0,"18-29 years",0
"2",0,"30-49 years",0
"3",0,"50-64 years",0
"4",0,"65-74 years",0
"5",0,"75+ years",1.36986301369863
"6",1,"18-29 years",0.509554140127389
"7",1,"30-49 years",0.152613506295307
"8",1,"50-64 years",0.428265524625268
"9",1,"65-74 years",1.54589371980676
"10",1,"75+ years",4.65753424657534
"11",2,"18-29 years",0.127388535031847
"12",2,"30-49 years",0.228920259442961
"13",2,"50-64 years",0.963597430406852
"14",2,"65-74 years",1.93236714975845
"15",2,"75+ years",8.49315068493151
"16",3,"18-29 years",0.127388535031847
"17",3,"30-49 years",0.381533765738268
"18",3,"50-64 years",1.82012847965739
"19",3,"65-74 years",1.93236714975845
"20",3,"75+ years",8.49315068493151
"21",4,"18-29 years",0.509554140127389
"22",4,"30-49 years",0.228920259442961
"23",4,"50-64 years",1.71306209850107
"24",4,"65-74 years",2.70531400966184
"25",4,"75+ years",17.8082191780822
"26",5,"18-29 years",0.764331210191083
"27",5,"30-49 years",0.228920259442961
"28",5,"50-64 years",2.46252676659529
"29",5,"65-74 years",2.51207729468599
"30",5,"75+ years",16.986301369863
"31",6,"18-29 years",0.509554140127389
"32",6,"30-49 years",0.534147272033575
"33",6,"50-64 years",2.14132762312634
"34",6,"65-74 years",2.51207729468599
"35",6,"75+ years",17.2602739726027
"36",7,"18-29 years",0.89171974522293
"37",7,"30-49 years",0.228920259442961
"38",7,"50-64 years",1.82012847965739
"39",7,"65-74 years",3.09178743961353
"40",7,"75+ years",15.0684931506849
"41",8,"18-29 years",0.764331210191083
"42",8,"30-49 years",0.457840518885921
"43",8,"50-64 years",2.24839400428265
"44",8,"65-74 years",5.21739130434783
"45",8,"75+ years",16.986301369863
"46",9,"18-29 years",1.40127388535032
"47",9,"30-49 years",0.763067531476536
"48",9,"50-64 years",2.67665952890792
"49",9,"65-74 years",6.18357487922705
"50",9,"75+ years",19.4520547945205
"51",10,"18-29 years",0.764331210191083
"52",10,"30-49 years",0.839374284624189
"53",10,"50-64 years",3.42612419700214
"54",10,"65-74 years",6.76328502415459
"55",10,"75+ years",20.8219178082192
"56",11,"18-29 years",1.01910828025478
"57",11,"30-49 years",0.839374284624189
"58",11,"50-64 years",2.78372591006424
"59",11,"65-74 years",8.5024154589372
"60",11,"75+ years",23.8356164383562
"61",12,"18-29 years",1.01910828025478
"62",12,"30-49 years",0.534147272033575
"63",12,"50-64 years",3.64025695931477
"64",12,"65-74 years",9.46859903381642
"65",12,"75+ years",26.027397260274
"66",13,"18-29 years",1.27388535031847
"67",13,"30-49 years",0.915681037771843
"68",13,"50-64 years",4.06852248394004
"69",13,"65-74 years",8.69565217391304
"70",13,"75+ years",32.6027397260274
"71",14,"18-29 years",0.89171974522293
"72",14,"30-49 years",0.915681037771843
"73",14,"50-64 years",2.56959314775161
"74",14,"65-74 years",8.30917874396135
"75",14,"75+ years",27.1232876712329
"76",15,"18-29 years",1.01910828025478
"77",15,"30-49 years",1.1446012972148
"78",15,"50-64 years",4.71092077087794
"79",15,"65-74 years",9.27536231884058
"80",15,"75+ years",27.3972602739726
"81",16,"18-29 years",0.254777070063694
"82",16,"30-49 years",1.75505532239603
"83",16,"50-64 years",3.85438972162741
"84",16,"65-74 years",7.34299516908213
"85",16,"75+ years",24.6575342465753
"86",17,"18-29 years",0.382165605095541
"87",17,"30-49 years",0.763067531476536
"88",17,"50-64 years",2.99785867237687
"89",17,"65-74 years",8.11594202898551
"90",17,"75+ years",23.013698630137
"91",18,"18-29 years",0.254777070063694
"92",18,"30-49 years",0.839374284624189
"93",18,"50-64 years",3.21199143468951
"94",18,"65-74 years",7.53623188405797
"95",18,"75+ years",26.8493150684932
"96",19,"18-29 years",0.509554140127389
"97",19,"30-49 years",1.22090805036246
"98",19,"50-64 years",2.46252676659529
"99",19,"65-74 years",9.08212560386473
"100",19,"75+ years",25.2054794520548
"101",20,"18-29 years",0.254777070063694
"102",20,"30-49 years",0.991987790919496
"103",20,"50-64 years",2.67665952890792
"104",20,"65-74 years",7.53623188405797
"105",20,"75+ years",23.013698630137
"106",21,"18-29 years",1.27388535031847
"107",21,"30-49 years",0.763067531476536
"108",21,"50-64 years",4.17558886509636
"109",21,"65-74 years",7.53623188405797
"110",21,"75+ years",26.027397260274
"111",22,"18-29 years",1.27388535031847
"112",22,"30-49 years",1.1446012972148
"113",22,"50-64 years",4.49678800856531
"114",22,"65-74 years",7.14975845410628
"115",22,"75+ years",25.7534246575342
"116",23,"18-29 years",0.764331210191083
"117",23,"30-49 years",1.06829454406715
"118",23,"50-64 years",5.35331905781585
"119",23,"65-74 years",9.85507246376812
"120",23,"75+ years",40
"121",24,"18-29 years",0.509554140127389
"122",24,"30-49 years",1.60244181610073
"123",24,"50-64 years",3.85438972162741
"124",24,"65-74 years",10.048309178744
"125",24,"75+ years",35.6164383561644
"126",25,"18-29 years",1.27388535031847
"127",25,"30-49 years",1.60244181610073
"128",25,"50-64 years",6.85224839400428
"129",25,"65-74 years",13.5265700483092
"130",25,"75+ years",47.1232876712329
"131",26,"18-29 years",0.509554140127389
"132",26,"30-49 years",2.67073636016787
"133",26,"50-64 years",7.17344753747323
"134",26,"65-74 years",14.6859903381643
"135",26,"75+ years",43.5616438356164
"136",27,"18-29 years",0.636942675159236
"137",27,"30-49 years",1.44982830980542
"138",27,"50-64 years",6.74518201284797
"139",27,"65-74 years",14.4927536231884
"140",27,"75+ years",41.9178082191781
"141",28,"18-29 years",0.764331210191083
"142",28,"30-49 years",1.37352155665776
"143",28,"50-64 years",5.46038543897216
"144",28,"65-74 years",13.1400966183575
"145",28,"75+ years",43.8356164383562
"146",29,"18-29 years",0.509554140127389
"147",29,"30-49 years",1.83136207554369
"148",29,"50-64 years",3.42612419700214
"149",29,"65-74 years",8.11594202898551
"150",29,"75+ years",29.041095890411
"151",30,"18-29 years",0.509554140127389
"152",30,"30-49 years",0.915681037771843
"153",30,"50-64 years",3.64025695931477
"154",30,"65-74 years",10.8212560386473
"155",30,"75+ years",24.1095890410959
"156",31,"18-29 years",0.509554140127389
"157",31,"30-49 years",0.839374284624189
"158",31,"50-64 years",4.06852248394004
"159",31,"65-74 years",8.11594202898551
"160",31,"75+ years",21.0958904109589
"161",32,"18-29 years",0.127388535031847
"162",32,"30-49 years",0.839374284624189
"163",32,"50-64 years",3.21199143468951
"164",32,"65-74 years",6.18357487922705
"165",32,"75+ years",24.3835616438356
"166",33,"18-29 years",0
"167",33,"30-49 years",0.610454025181228
"168",33,"50-64 years",2.89079229122056
"169",33,"65-74 years",6.95652173913043
"170",33,"75+ years",20.5479452054795
"171",34,"18-29 years",0.127388535031847
"172",34,"30-49 years",0.686760778328882
"173",34,"50-64 years",1.9271948608137
"174",34,"65-74 years",5.41062801932367
"175",34,"75+ years",14.7945205479452
"176",35,"18-29 years",0.89171974522293
"177",35,"30-49 years",0.763067531476536
"178",35,"50-64 years",1.9271948608137
"179",35,"65-74 years",6.95652173913043
"180",35,"75+ years",24.1095890410959
"181",36,"18-29 years",0.254777070063694
"182",36,"30-49 years",0.457840518885921
"183",36,"50-64 years",1.82012847965739
"184",36,"65-74 years",6.76328502415459
"185",36,"75+ years",13.6986301369863
"186",37,"18-29 years",0.127388535031847
"187",37,"30-49 years",0.152613506295307
"188",37,"50-64 years",1.82012847965739
"189",37,"65-74 years",2.89855072463768
"190",37,"75+ years",11.2328767123288
"191",38,"18-29 years",0
"192",38,"30-49 years",0.228920259442961
"193",38,"50-64 years",1.2847965738758
"194",38,"65-74 years",3.09178743961353
"195",38,"75+ years",9.04109589041096
"196",39,"18-29 years",0.636942675159236
"197",39,"30-49 years",0.305227012590614
"198",39,"50-64 years",1.39186295503212
"199",39,"65-74 years",3.47826086956522
"200",39,"75+ years",11.5068493150685
