"","week","date","age_group","risk_group","risk_coverage","prop_up_to_date_sim_period"
"578",14,2023-10-07,"75+ years","immunocompromised",22.0669861678267,0.118066429705389
"579",22,2023-12-02,"75+ years","immunocompromised",62.1478385951039,0.0265047087093731
"580",17,2023-10-28,"75+ years","immunocompromised",48.6374389005161,0.0289142276829524
"581",12,2023-09-23,"75+ years","immunocompromised",9.51859721120317,0.00783507216117992
"582",20,2023-11-18,"75+ years","immunocompromised",58.3198920149706,0.0361427846036905
"583",15,2023-10-14,"75+ years","immunocompromised",35.5773858624145,0.144571138414762
"584",23,2023-12-09,"75+ years","immunocompromised",63.0485319080764,0.00963807589431743
"585",18,2023-11-04,"75+ years","immunocompromised",48.6374389005161,0
"586",13,2023-09-30,"75+ years","immunocompromised",11.0334930839134,0.118066429705389
"587",34,2024-02-24,"75+ years","immunocompromised",76.333758274421,0.00240951897357923
"588",29,2024-01-20,"75+ years","immunocompromised",72.5058116942878,0.0120475948678968
"589",24,2023-12-16,"75+ years","immunocompromised",63.9492252210489,0.00963807589431751
"590",32,2024-02-10,"75+ years","immunocompromised",76.1085849461779,0
"591",27,2024-01-06,"75+ years","immunocompromised",70.7044250683428,0.0289142276829523
"592",35,2024-03-02,"75+ years","immunocompromised",78.3603182286092,0.0216856707622144
"593",30,2024-01-27,"75+ years","immunocompromised",73.6316783355035,0.0120475948678968
"594",25,2023-12-23,"75+ years","immunocompromised",64.8499185340214,0.00963807589431743
"595",33,2024-02-17,"75+ years","immunocompromised",76.1085849461779,0
"596",28,2024-01-13,"75+ years","immunocompromised",71.3799450530722,0.0072285569207382
"597",36,2024-03-09,"75+ years","immunocompromised",79.0358382133386,0.00722855692073803
"598",31,2024-02-03,"75+ years","immunocompromised",76.1085849461779,0.0265047087093731
"599",26,2023-12-30,"75+ years","immunocompromised",68.0023451294252,0.0337332656301112
"600",47,2024-05-25,"75+ years","immunocompromised",84.2148247629306,0.00481903794715863
"601",42,2024-04-20,"75+ years","immunocompromised",81.9630914804993,0.00481903794715863
"602",37,2024-03-16,"75+ years","immunocompromised",80.8372248392836,0.0192761517886349
"603",45,2024-05-11,"75+ years","immunocompromised",83.5393047782012,0
"604",40,2024-04-06,"75+ years","immunocompromised",81.2875714957699,0
"605",48,2024-06-01,"75+ years","immunocompromised",84.4399980911737,0.0024095189735794
"606",43,2024-04-27,"75+ years","immunocompromised",81.9630914804993,0
"607",38,2024-03-23,"75+ years","immunocompromised",81.0623981675268,0.0024095189735794
"608",46,2024-05-18,"75+ years","immunocompromised",83.7644781064443,0.0024095189735794
"609",41,2024-04-13,"75+ years","immunocompromised",81.512744824013,0.0024095189735794
"610",49,2024-06-08,"75+ years","immunocompromised",84.6651714194169,0.0024095189735794
"611",44,2024-05-04,"75+ years","immunocompromised",83.5393047782012,0.0168666328150556
"612",39,2024-03-31,"75+ years","immunocompromised",81.2875714957699,0.0024095189735794
"613",1,2023-07-08,"75+ years","immunocompromised",1.46439957095433,0.00783507216117992
"614",50,2024-06-15,"75+ years","immunocompromised",84.6651714194169,0
"615",3,2023-07-22,"75+ years","immunocompromised",2.92879914190867,0.00783507216117992
"616",4,2023-07-29,"75+ years","immunocompromised",3.66099892738584,0.00783507216117992
"617",5,2023-08-05,"75+ years","immunocompromised",4.393198712863,0.00783507216117992
"618",6,2023-08-12,"75+ years","immunocompromised",5.12539849834017,0.00783507216117992
"619",51,2024-06-22,"75+ years","immunocompromised",84.6651714194169,0
"620",8,2023-08-26,"75+ years","immunocompromised",6.5897980692945,0.00783507216117992
"621",9,2023-09-02,"75+ years","immunocompromised",7.32199785477167,0.00783507216117992
"622",10,2023-09-09,"75+ years","immunocompromised",8.05419764024884,0.00783507216117992
"623",11,2023-09-16,"75+ years","immunocompromised",8.78639742572601,0.00783507216117992
"624",52,2024-06-30,"75+ years","immunocompromised",84.6651714194169,0
"625",1,2023-07-08,"0-17 years","higher risk",0.196313227876825,0.00117664737720842
"626",2,2023-07-15,"0-17 years","higher risk",0.294469841815237,0.00117664737720842
"627",3,2023-07-22,"0-17 years","higher risk",0.392626455753649,0.00117664737720842
"628",4,2023-07-29,"0-17 years","higher risk",0.490783069692062,0.00117664737720842
"629",5,2023-08-05,"0-17 years","higher risk",0.588939683630474,0.00117664737720842
"630",6,2023-08-12,"0-17 years","higher risk",0.687096297568886,0.00117664737720842
"631",7,2023-08-19,"0-17 years","higher risk",0.785252911507298,0.00117664737720842
"632",8,2023-08-26,"0-17 years","higher risk",0.883409525445711,0.00117664737720842
"633",9,2023-09-02,"0-17 years","higher risk",0.981566139384123,0.00117664737720842
"634",10,2023-09-09,"0-17 years","higher risk",1.07972275332254,0.00117664737720842
"635",11,2023-09-16,"0-17 years","higher risk",1.17787936726095,0.00117664737720842
"636",12,2023-09-23,"0-17 years","higher risk",1.27603598119936,0.00117664737720842
"637",28,2024-01-13,"0-17 years","higher risk",65.4234846874808,0.00218053821717059
"638",29,2024-01-20,"0-17 years","higher risk",66.5945538285491,0.0140381312891694
"639",30,2024-01-27,"0-17 years","higher risk",67.0581592118344,0.00555744576360925
"640",31,2024-02-03,"0-17 years","higher risk",70.5600536706545,0.0419787802869489
"641",32,2024-02-10,"0-17 years","higher risk",70.6780456790217,0.00141442315098526
"642",33,2024-02-17,"0-17 years","higher risk",71.8579657626937,0.0141442315098523
"643",34,2024-02-24,"0-17 years","higher risk",72.093949779428,0.00282884630197039
"644",35,2024-03-02,"0-17 years","higher risk",74.5004861218902,0.0288482310248754
"645",36,2024-03-09,"0-17 years","higher risk",74.555056654772,0.000654161465151215
"646",37,2024-03-16,"0-17 years","higher risk",75.1632068742352,0.00729016957664323
"647",38,2024-03-23,"0-17 years","higher risk",76.3037962884514,0.0136727571261905
"648",39,2024-03-30,"0-17 years","higher risk",76.4217882968185,0.00141442315098513
"649",40,2024-04-06,"0-17 years","higher risk",77.9030670423905,0.0177567530190619
"650",41,2024-04-13,"0-17 years","higher risk",77.9423977118462,0.000471474383661711
"651",42,2024-04-20,"0-17 years","higher risk",77.981728381302,0.000471474383661711
"652",43,2024-04-27,"0-17 years","higher risk",78.3509442698296,0.00442595653444502
"653",44,2024-05-04,"0-17 years","higher risk",80.3425451334859,0.0238742132459618
"654",45,2024-05-11,"0-17 years","higher risk",80.5121573605337,0.00203321787590902
"655",46,2024-05-18,"0-17 years","higher risk",80.5908186994451,0.000942948767323422
"656",47,2024-05-25,"0-17 years","higher risk",80.5908186994451,0
"657",48,2024-06-01,"0-17 years","higher risk",82.0853841387629,0.0179160265791462
"658",49,2024-06-08,"0-17 years","higher risk",82.1247148082186,0.000471474383661466
"659",50,2024-06-15,"0-17 years","higher risk",82.1640454776743,0.000471474383662201
"660",51,2024-06-22,"0-17 years","higher risk",82.2427068165858,0.000942948767323422
"661",52,2024-06-30,"0-17 years","higher risk",82.2427068165858,0
"662",13,2023-09-30,"0-17 years","higher risk",6.73044796081134,0.0806808998677906
"663",14,2023-10-07,"0-17 years","higher risk",13.4608959216227,0.0806808998677906
"664",15,2023-10-14,"0-17 years","higher risk",17.7479388922973,0.0513907078191299
"665",16,2023-10-21,"0-17 years","higher risk",22.6583719458612,0.0588635644772625
"666",17,2023-10-28,"0-17 years","higher risk",26.6853400937718,0.0482730742149872
"667",18,2023-11-04,"0-17 years","higher risk",39.2755283917052,0.150924236736799
"668",19,2023-11-11,"0-17 years","higher risk",42.0684942154821,0.0334805346203349
"669",20,2023-11-18,"0-17 years","higher risk",46.446488074293,0.0524809769277151
"670",21,2023-11-25,"0-17 years","higher risk",47.8117485408589,0.0163659898476018
"671",22,2023-12-02,"0-17 years","higher risk",55.6665489079393,0.0941590166936691
"672",23,2023-12-09,"0-17 years","higher risk",56.5318236359654,0.0103724364405584
"673",24,2023-12-16,"0-17 years","higher risk",56.84351867741,0.00373642832906612
"674",25,2023-12-23,"0-17 years","higher risk",58.7495809889124,0.0228488242374808
"675",26,2023-12-30,"0-17 years","higher risk",59.161566153517,0.00493865103868572
"676",27,2024-01-06,"0-17 years","higher risk",65.2415829112082,0.072883889167258
"677",1,2023-07-08,"18-29 years","higher risk",0.35486614302432,0.00195586342490004
"678",2,2023-07-15,"18-29 years","higher risk",0.532299214536481,0.00195586342490004
"679",3,2023-07-22,"18-29 years","higher risk",0.709732286048641,0.00195586342490004
"680",4,2023-07-29,"18-29 years","higher risk",0.887165357560801,0.00195586342490004
"681",5,2023-08-05,"18-29 years","higher risk",1.06459842907296,0.00195586342490004
"682",6,2023-08-12,"18-29 years","higher risk",1.24203150058512,0.00195586342490004
"683",7,2023-08-19,"18-29 years","higher risk",1.41946457209728,0.00195586342490004
"684",8,2023-08-26,"18-29 years","higher risk",1.59689764360944,0.00195586342490004
"685",9,2023-09-02,"18-29 years","higher risk",1.7743307151216,0.00195586342490004
"686",10,2023-09-09,"18-29 years","higher risk",1.95176378663376,0.00195586342490004
"687",11,2023-09-16,"18-29 years","higher risk",2.12919685814592,0.00195586342490004
"688",12,2023-09-23,"18-29 years","higher risk",2.30662992965808,0.00195586342490004
"689",21,2023-11-25,"18-29 years","higher risk",40.7667767081865,0.0172837104230301
"690",16,2023-10-21,"18-29 years","higher risk",20.3833883540933,0.0432092760575752
"691",19,2023-11-11,"18-29 years","higher risk",36.8468943323994,0.0345674208460602
"692",27,2024-01-06,"18-29 years","higher risk",70.557882764169,0.120985972961211
"693",14,2023-10-07,"18-29 years","higher risk",12.5436236025189,0.0691348416921203
"694",22,2023-12-02,"18-29 years","higher risk",55.6623297361778,0.164195249018786
"695",17,2023-10-28,"18-29 years","higher risk",25.0872472050379,0.0518511312690902
"696",20,2023-11-18,"18-29 years","higher risk",39.1988237578717,0.0259255656345451
"697",28,2024-01-13,"18-29 years","higher risk",72.9098121896413,0.0259255656345452
"698",15,2023-10-14,"18-29 years","higher risk",16.4635059783061,0.0432092760575752
"699",23,2023-12-09,"18-29 years","higher risk",56.4463062113352,0.00864185521151509
"700",18,2023-11-04,"18-29 years","higher risk",33.7109884317696,0.0950604073266654
"701",13,2023-09-30,"18-29 years","higher risk",6.27181180125947,0.0691348416921203
"702",34,2024-02-24,"18-29 years","higher risk",77.6136710405859,0
"703",29,2024-01-20,"18-29 years","higher risk",74.4777651399562,0.01728371042303
"704",24,2023-12-16,"18-29 years","higher risk",57.2302826864926,0.00864185521151501
"705",32,2024-02-10,"18-29 years","higher risk",76.045718090271,0
"706",35,2024-03-02,"18-29 years","higher risk",80.7495769412156,0.0345674208460602
"707",43,2024-04-27,"18-29 years","higher risk",84.6694593170028,0
"708",30,2024-01-27,"18-29 years","higher risk",75.2617416151136,0.00864185521151501
"709",25,2023-12-23,"18-29 years","higher risk",58.7982356368075,0.0172837104230301
"710",33,2024-02-17,"18-29 years","higher risk",77.6136710405859,0.0172837104230302
"711",36,2024-03-09,"18-29 years","higher risk",81.5335534163731,0.00864185521151501
"712",44,2024-05-04,"18-29 years","higher risk",86.2374122673177,0.01728371042303
"713",31,2024-02-03,"18-29 years","higher risk",76.045718090271,0.00864185521151501
"714",26,2023-12-30,"18-29 years","higher risk",59.5822121119649,0.00864185521151501
"715",47,2024-05-25,"18-29 years","higher risk",87.0213887424751,0.00864185521151501
"716",42,2024-04-20,"18-29 years","higher risk",84.6694593170028,0
"717",37,2024-03-16,"18-29 years","higher risk",81.5335534163731,0
"718",45,2024-05-11,"18-29 years","higher risk",86.2374122673177,0
"719",40,2024-04-06,"18-29 years","higher risk",84.6694593170028,0.0345674208460602
"720",48,2024-06-01,"18-29 years","higher risk",87.8053652176325,0.00864185521151501
"721",51,2024-06-22,"18-29 years","higher risk",87.8053652176325,0
"722",38,2024-03-23,"18-29 years","higher risk",81.5335534163731,0
"723",46,2024-05-18,"18-29 years","higher risk",86.2374122673177,0
"724",41,2024-04-13,"18-29 years","higher risk",84.6694593170028,0
"725",49,2024-06-08,"18-29 years","higher risk",87.8053652176325,0
"726",52,2024-06-30,"18-29 years","higher risk",88.58934169279,0.00864185521151516
"727",39,2024-03-31,"18-29 years","higher risk",81.5335534163731,0
"728",50,2024-06-15,"18-29 years","higher risk",87.8053652176325,0
"729",1,2023-07-08,"30-49 years","higher risk",0.160030846853982,0.000893565043475658
"730",3,2023-07-22,"30-49 years","higher risk",0.320061693707965,0.000893565043475658
"731",4,2023-07-29,"30-49 years","higher risk",0.400077117134956,0.000893565043475658
"732",5,2023-08-05,"30-49 years","higher risk",0.480092540561947,0.000893565043475658
"733",6,2023-08-12,"30-49 years","higher risk",0.560107963988938,0.000893565043475658
"734",17,2023-10-28,"30-49 years","higher risk",26.9368369068153,0.0527201026054263
"735",8,2023-08-26,"30-49 years","higher risk",0.720138810842921,0.000893565043475658
"736",9,2023-09-02,"30-49 years","higher risk",0.800154234269912,0.000893565043475658
"737",10,2023-09-09,"30-49 years","higher risk",0.880169657696903,0.000893565043475658
"738",11,2023-09-16,"30-49 years","higher risk",0.960185081123894,0.000893565043475658
"739",18,2023-11-04,"30-49 years","higher risk",42.2103011323291,0.170565037841085
"740",13,2023-09-30,"30-49 years","higher risk",5.83168634065074,0.0651248326302324
"741",21,2023-11-25,"30-49 years","higher risk",53.5959744640758,0.0124047300248061
"742",16,2023-10-21,"30-49 years","higher risk",22.2159479643838,0.0651248326302324
"743",24,2023-12-16,"30-49 years","higher risk",65.2593471453773,0
"744",19,2023-11-11,"30-49 years","higher risk",47.2088894243155,0.0558212851116278
"745",14,2023-10-07,"30-49 years","higher risk",11.6633726813015,0.0651248326302324
"746",22,2023-12-02,"30-49 years","higher risk",62.4823536498293,0.0992378401984494
"747",30,2024-01-27,"30-49 years","higher risk",77.7558178753431,0.0155059125310077
"748",25,2023-12-23,"30-49 years","higher risk",65.5370464949321,0.00310118250620148
"749",20,2023-11-18,"30-49 years","higher risk",52.4851770658566,0.0589224676178294
"750",15,2023-10-14,"30-49 years","higher risk",16.384261623733,0.0527201026054262
"751",23,2023-12-09,"30-49 years","higher risk",65.2593471453773,0.0310118250620155
"752",31,2024-02-03,"30-49 years","higher risk",80.2551120213363,0.0279106425558138
"753",26,2023-12-30,"30-49 years","higher risk",67.4809419418157,0.0217082775434108
"754",34,2024-02-24,"30-49 years","higher risk",80.5328113708911,0.00310118250620159
"755",29,2024-01-20,"30-49 years","higher risk",76.3673211275692,0.0124047300248061
"756",37,2024-03-16,"30-49 years","higher risk",84.1429029151035,0
"757",32,2024-02-10,"30-49 years","higher risk",80.2551120213363,0
"758",27,2024-01-06,"30-49 years","higher risk",74.4234256806856,0.0775295626550386
"759",35,2024-03-02,"30-49 years","higher risk",83.5875042159939,0.034113007568217
"760",43,2024-04-27,"30-49 years","higher risk",86.6421970610967,0
"761",38,2024-03-23,"30-49 years","higher risk",85.2537003133227,0.0124047300248061
"762",33,2024-02-17,"30-49 years","higher risk",80.2551120213363,0
"763",28,2024-01-13,"30-49 years","higher risk",75.25652372935,0.00930354751860465
"764",36,2024-03-09,"30-49 years","higher risk",84.1429029151035,0.00620236501240306
"765",44,2024-05-04,"30-49 years","higher risk",87.475295109761,0.00930354751860454
"766",39,2024-03-31,"30-49 years","higher risk",85.5313996628775,0.00310118250620159
"767",47,2024-05-25,"30-49 years","higher risk",87.475295109761,0
"768",42,2024-04-20,"30-49 years","higher risk",86.6421970610967,0.00310118250620181
"769",50,2024-06-15,"30-49 years","higher risk",88.5860925079802,0.00310118250620137
"770",45,2024-05-11,"30-49 years","higher risk",87.475295109761,0
"771",40,2024-04-06,"30-49 years","higher risk",86.3644977115418,0.00930354751860454
"772",48,2024-06-01,"30-49 years","higher risk",88.3083931584254,0.00930354751860454
"773",2,2023-07-15,"30-49 years","higher risk",0.240046270280974,0.000893565043475658
"774",51,2024-06-22,"30-49 years","higher risk",88.5860925079802,0
"775",46,2024-05-18,"30-49 years","higher risk",87.475295109761,0
"776",41,2024-04-13,"30-49 years","higher risk",86.3644977115418,0
"777",49,2024-06-08,"30-49 years","higher risk",88.3083931584254,0
"778",7,2023-08-19,"30-49 years","higher risk",0.640123387415929,0.000893565043475658
"779",52,2024-06-30,"30-49 years","higher risk",88.5860925079802,0
"780",12,2023-09-23,"30-49 years","higher risk",1.04020050455089,0.000893565043475658
"781",1,2023-07-08,"50-64 years","higher risk",0.223066058929181,0.00131331742722879
"782",2,2023-07-15,"50-64 years","higher risk",0.334599088393772,0.00131331742722879
"783",3,2023-07-22,"50-64 years","higher risk",0.446132117858362,0.00131331742722879
"784",19,2023-11-11,"50-64 years","higher risk",47.6889002317739,0.0858311424012864
"785",6,2023-08-12,"50-64 years","higher risk",0.780731206252134,0.00131331742722879
"786",7,2023-08-19,"50-64 years","higher risk",0.892264235716724,0.00131331742722879
"787",8,2023-08-26,"50-64 years","higher risk",1.00379726518131,0.00131331742722879
"788",25,2023-12-23,"50-64 years","higher risk",66.9277518277125,0.0352963421638584
"789",20,2023-11-18,"50-64 years","higher risk",50.7994897306517,0.0366276377270651
"790",11,2023-09-16,"50-64 years","higher risk",1.33839635357509,0.00131331742722879
"791",12,2023-09-23,"50-64 years","higher risk",1.44992938303968,0.00131331742722879
"792",18,2023-11-04,"50-64 years","higher risk",40.3997200717101,0.0994457374028699
"793",26,2023-12-30,"50-64 years","higher risk",67.4117711101075,0.00569939650824255
"794",13,2023-09-30,"50-64 years","higher risk",3.07457214678554,0.0362035282375938
"795",16,2023-10-21,"50-64 years","higher risk",26.5172458109908,0.143918266702561
"796",24,2023-12-16,"50-64 years","higher risk",63.9302221452954,0.0268005445833266
"797",32,2024-02-10,"50-64 years","higher risk",76.2190730305524,0.00916031137954277
"798",27,2024-01-06,"50-64 years","higher risk",70.8060694840223,0.0399683504435954
"799",14,2023-10-07,"50-64 years","higher risk",6.14914429357109,0.0362035282375938
"800",17,2023-10-28,"50-64 years","higher risk",31.9543251276361,0.0640223891886884
"801",30,2024-01-27,"50-64 years","higher risk",75.4411367465916,0.00903330532921963
"802",33,2024-02-17,"50-64 years","higher risk",76.347156127565,0.00150819684758498
"803",28,2024-01-13,"50-64 years","higher risk",73.1109874117666,0.0271407393609775
"804",15,2023-10-14,"50-64 years","higher risk",14.2950366574125,0.0959190515412236
"805",23,2023-12-09,"50-64 years","higher risk",61.6541951416893,0.0266032316122894
"806",31,2024-02-03,"50-64 years","higher risk",75.4411367465916,0
"807",34,2024-02-24,"50-64 years","higher risk",76.7073296484878,0.0042410948947129
"808",21,2023-11-25,"50-64 years","higher risk",52.4753559368273,0.0197335650689284
"809",29,2024-01-20,"50-64 years","higher risk",74.6739864076424,0.0184045374709061
"810",37,2024-03-16,"50-64 years","higher risk",78.594484813194,0.000117934189585644
"811",40,2024-04-06,"50-64 years","higher risk",80.5263246072338,0.0177513634978167
"812",35,2024-03-02,"50-64 years","higher risk",78.5711794677225,0.0219470990888426
"813",22,2023-12-02,"50-64 years","higher risk",59.3949248740833,0.0814789172125412
"814",51,2024-06-22,"50-64 years","higher risk",83.5402258133292,0.00043998524576159
"815",38,2024-03-23,"50-64 years","higher risk",78.6048855458837,0.000122470119954149
"816",41,2024-04-13,"50-64 years","higher risk",80.8485547144551,0.00379430575339807
"817",36,2024-03-09,"50-64 years","higher risk",78.584469292826,0.000156489597719387
"818",44,2024-05-04,"50-64 years","higher risk",81.6987183087614,0.00972730267562734
"819",52,2024-06-30,"50-64 years","higher risk",83.5862586857894,0.000542043679056821
"820",39,2024-03-31,"50-64 years","higher risk",79.0187961857034,0.00487385718114321
"821",42,2024-04-20,"50-64 years","higher risk",80.8726304845702,0.000283495648042364
"822",50,2024-06-15,"50-64 years","higher risk",83.5028602181105,7.48428510832343e-05
"823",45,2024-05-11,"50-64 years","higher risk",81.7187493494972,0.000235868379171127
"824",48,2024-06-01,"50-64 years","higher risk",83.4965042148001,0.0207949727751988
"825",43,2024-04-27,"50-64 years","higher risk",80.8726304845702,0
"826",4,2023-07-29,"50-64 years","higher risk",0.557665147322953,0.00131331742722879
"827",5,2023-08-05,"50-64 years","higher risk",0.669198176787543,0.00131331742722879
"828",46,2024-05-18,"50-64 years","higher risk",81.7304983253133,0.000138345876244561
"829",49,2024-06-08,"50-64 years","higher risk",83.4965042148001,0
"830",9,2023-09-02,"50-64 years","higher risk",1.11533029464591,0.00131331742722879
"831",10,2023-09-09,"50-64 years","higher risk",1.2268633241105,0.00131331742722879
"832",47,2024-05-25,"50-64 years","higher risk",81.7304983253133,0
"833",4,2023-07-29,"65-74 years","higher risk",3.18903565252077,0.00690894208579268
"834",5,2023-08-05,"65-74 years","higher risk",3.82684278302492,0.00690894208579268
"835",19,2023-11-11,"65-74 years","higher risk",50.0379905181385,0.0387163142995457
"836",27,2024-01-06,"65-74 years","higher risk",71.0360758248574,0.0290372357246592
"837",14,2023-10-07,"65-74 years","higher risk",20.5513175342355,0.111309403611194
"838",9,2023-09-02,"65-74 years","higher risk",6.37807130504154,0.00690894208579268
"839",10,2023-09-09,"65-74 years","higher risk",7.01587843554569,0.00690894208579268
"840",20,2023-11-18,"65-74 years","higher risk",57.1862748778726,0.0774326285990913
"841",28,2024-01-13,"65-74 years","higher risk",72.3763791423075,0.0145186178623297
"842",15,2023-10-14,"65-74 years","higher risk",31.4971279600783,0.118568712542359
"843",18,2023-11-04,"65-74 years","higher risk",46.4638483382715,0.0483953928744321
"844",26,2023-12-30,"65-74 years","higher risk",68.3554691899571,0.00725930893116483
"845",13,2023-09-30,"65-74 years","higher risk",10.2756587671177,0.111309403611194
"846",21,2023-11-25,"65-74 years","higher risk",58.303194309081,0.012098848218608
"847",16,2023-10-21,"65-74 years","higher risk",38.6454123198123,0.0774326285990913
"848",24,2023-12-16,"65-74 years","higher risk",67.2385497587486,0.0290372357246592
"849",32,2024-02-10,"65-74 years","higher risk",75.9505213221745,0.00483953928744328
"850",35,2024-03-02,"65-74 years","higher risk",78.1843601845915,0.0169383875060513
"851",22,2023-12-02,"65-74 years","higher risk",62.3241042614315,0.0435558535869889
"852",17,2023-10-28,"65-74 years","higher risk",41.9961706134377,0.036296544655824
"853",25,2023-12-23,"65-74 years","higher risk",67.685317531232,0.00483953928744319
"854",33,2024-02-17,"65-74 years","higher risk",76.1739052084162,0.00241976964372164
"855",36,2024-03-09,"65-74 years","higher risk",79.0778957295582,0.00967907857488638
"856",23,2023-12-09,"65-74 years","higher risk",64.5579431238484,0.024197696437216
"857",31,2024-02-03,"65-74 years","higher risk",75.5037535496912,0
"858",34,2024-02-24,"65-74 years","higher risk",76.6206729808996,0.0048395392874431
"859",42,2024-04-20,"65-74 years","higher risk",81.7585023644585,0.00241976964372164
"860",29,2024-01-20,"65-74 years","higher risk",74.8336018909661,0.0266174660809377
"861",37,2024-03-16,"65-74 years","higher risk",80.4181990470083,0.0145186178623297
"862",45,2024-05-11,"65-74 years","higher risk",83.0988056819086,0
"863",40,2024-04-06,"65-74 years","higher risk",81.3117345919751,0.00241976964372164
"864",43,2024-04-27,"65-74 years","higher risk",82.2052701369419,0.0048395392874431
"865",30,2024-01-27,"65-74 years","higher risk",75.5037535496912,0.00725930893116474
"866",38,2024-03-23,"65-74 years","higher risk",80.64158293325,0.00241976964372164
"867",46,2024-05-18,"65-74 years","higher risk",83.0988056819086,0
"868",41,2024-04-13,"65-74 years","higher risk",81.5351184782168,0.00241976964372164
"869",44,2024-05-04,"65-74 years","higher risk",83.0988056819086,0.00967907857488638
"870",52,2024-06-30,"65-74 years","higher risk",84.6624928856004,0.00241976964372164
"871",39,2024-03-31,"65-74 years","higher risk",81.0883507057334,0.0048395392874431
"872",47,2024-05-25,"65-74 years","higher risk",83.545573454392,0.00483953928744328
"873",50,2024-06-15,"65-74 years","higher risk",84.4391089993588,0
"874",1,2023-07-08,"65-74 years","higher risk",1.27561426100831,0.00690894208579268
"875",2,2023-07-15,"65-74 years","higher risk",1.91342139151246,0.00690894208579268
"876",3,2023-07-22,"65-74 years","higher risk",2.55122852201661,0.00690894208579268
"877",48,2024-06-01,"65-74 years","higher risk",84.4391089993588,0.00967907857488638
"878",51,2024-06-22,"65-74 years","higher risk",84.4391089993588,0
"879",6,2023-08-12,"65-74 years","higher risk",4.46464991352908,0.00690894208579268
"880",7,2023-08-19,"65-74 years","higher risk",5.10245704403323,0.00690894208579268
"881",8,2023-08-26,"65-74 years","higher risk",5.74026417453738,0.00690894208579268
"882",49,2024-06-08,"65-74 years","higher risk",84.4391089993588,0
"883",11,2023-09-16,"65-74 years","higher risk",7.65368556604984,0.00690894208579268
"884",12,2023-09-23,"65-74 years","higher risk",8.291492696554,0.00690894208579268
"885",2,2023-07-15,"75+ years","higher risk",2.1965993564315,0.00783507216117992
"886",21,2023-11-25,"75+ years","higher risk",59.6709319844294,0.0144571138414761
"887",16,2023-10-21,"75+ years","higher risk",45.9353589615985,0.110837872784651
"888",7,2023-08-19,"75+ years","higher risk",5.85759828381734,0.00783507216117992
"889",19,2023-11-11,"75+ years","higher risk",54.9422920913237,0.0674665312602222
"890",14,2023-10-07,"75+ years","higher risk",22.0669861678267,0.118066429705389
"891",22,2023-12-02,"75+ years","higher risk",62.1478385951039,0.0265047087093731
"892",17,2023-10-28,"75+ years","higher risk",48.6374389005161,0.0289142276829524
"893",12,2023-09-23,"75+ years","higher risk",9.51859721120317,0.00783507216117992
"894",20,2023-11-18,"75+ years","higher risk",58.3198920149706,0.0361427846036905
"895",15,2023-10-14,"75+ years","higher risk",35.5773858624145,0.144571138414762
"896",23,2023-12-09,"75+ years","higher risk",63.0485319080764,0.00963807589431743
"897",18,2023-11-04,"75+ years","higher risk",48.6374389005161,0
"898",13,2023-09-30,"75+ years","higher risk",11.0334930839134,0.118066429705389
"899",34,2024-02-24,"75+ years","higher risk",76.333758274421,0.00240951897357923
"900",29,2024-01-20,"75+ years","higher risk",72.5058116942878,0.0120475948678968
"901",24,2023-12-16,"75+ years","higher risk",63.9492252210489,0.00963807589431751
"902",32,2024-02-10,"75+ years","higher risk",76.1085849461779,0
"903",27,2024-01-06,"75+ years","higher risk",70.7044250683428,0.0289142276829523
"904",35,2024-03-02,"75+ years","higher risk",78.3603182286092,0.0216856707622144
"905",30,2024-01-27,"75+ years","higher risk",73.6316783355035,0.0120475948678968
"906",25,2023-12-23,"75+ years","higher risk",64.8499185340214,0.00963807589431743
"907",33,2024-02-17,"75+ years","higher risk",76.1085849461779,0
"908",28,2024-01-13,"75+ years","higher risk",71.3799450530722,0.0072285569207382
"909",36,2024-03-09,"75+ years","higher risk",79.0358382133386,0.00722855692073803
"910",31,2024-02-03,"75+ years","higher risk",76.1085849461779,0.0265047087093731
"911",26,2023-12-30,"75+ years","higher risk",68.0023451294252,0.0337332656301112
"912",47,2024-05-25,"75+ years","higher risk",84.2148247629306,0.00481903794715863
"913",42,2024-04-20,"75+ years","higher risk",81.9630914804993,0.00481903794715863
"914",37,2024-03-16,"75+ years","higher risk",80.8372248392836,0.0192761517886349
"915",45,2024-05-11,"75+ years","higher risk",83.5393047782012,0
"916",40,2024-04-06,"75+ years","higher risk",81.2875714957699,0
"917",48,2024-06-01,"75+ years","higher risk",84.4399980911737,0.0024095189735794
"918",43,2024-04-27,"75+ years","higher risk",81.9630914804993,0
"919",38,2024-03-23,"75+ years","higher risk",81.0623981675268,0.0024095189735794
"920",46,2024-05-18,"75+ years","higher risk",83.7644781064443,0.0024095189735794
"921",41,2024-04-13,"75+ years","higher risk",81.512744824013,0.0024095189735794
"922",49,2024-06-08,"75+ years","higher risk",84.6651714194169,0.0024095189735794
"923",44,2024-05-04,"75+ years","higher risk",83.5393047782012,0.0168666328150556
"924",39,2024-03-31,"75+ years","higher risk",81.2875714957699,0.0024095189735794
"925",1,2023-07-08,"75+ years","higher risk",1.46439957095433,0.00783507216117992
"926",50,2024-06-15,"75+ years","higher risk",84.6651714194169,0
"927",3,2023-07-22,"75+ years","higher risk",2.92879914190867,0.00783507216117992
