"","week","date","age_group","risk_group","risk_coverage","prop_up_to_date_sim_period"
"376",12,2023-09-23,"18-29 years","immunocompromised",0.434415303418939,0.00195586342490004
"377",21,2023-11-25,"18-29 years","immunocompromised",7.67774294670846,0.0172837104230301
"378",16,2023-10-21,"18-29 years","immunocompromised",3.83887147335423,0.0432092760575752
"379",19,2023-11-11,"18-29 years","immunocompromised",6.93949843260188,0.0345674208460602
"380",27,2024-01-06,"18-29 years","immunocompromised",13.2884012539185,0.120985972961211
"381",14,2023-10-07,"18-29 years","immunocompromised",2.36238244514107,0.0691348416921203
"382",22,2023-12-02,"18-29 years","immunocompromised",10.4830721003135,0.164195249018786
"383",17,2023-10-28,"18-29 years","immunocompromised",4.72476489028213,0.0518511312690902
"384",20,2023-11-18,"18-29 years","immunocompromised",7.38244514106583,0.0259255656345451
"385",28,2024-01-13,"18-29 years","immunocompromised",13.7313479623824,0.0259255656345452
"386",15,2023-10-14,"18-29 years","immunocompromised",3.10062695924765,0.0432092760575752
"387",23,2023-12-09,"18-29 years","immunocompromised",10.6307210031348,0.00864185521151509
"388",18,2023-11-04,"18-29 years","immunocompromised",6.34890282131661,0.0950604073266654
"389",13,2023-09-30,"18-29 years","immunocompromised",1.18119122257053,0.0691348416921203
"390",34,2024-02-24,"18-29 years","immunocompromised",14.6172413793103,0
"391",29,2024-01-20,"18-29 years","immunocompromised",14.0266457680251,0.01728371042303
"392",24,2023-12-16,"18-29 years","immunocompromised",10.7783699059561,0.00864185521151501
"393",32,2024-02-10,"18-29 years","immunocompromised",14.3219435736677,0
"394",35,2024-03-02,"18-29 years","immunocompromised",15.2078369905956,0.0345674208460602
"395",43,2024-04-27,"18-29 years","immunocompromised",15.9460815047022,0
"396",30,2024-01-27,"18-29 years","immunocompromised",14.1742946708464,0.00864185521151501
"397",25,2023-12-23,"18-29 years","immunocompromised",11.0736677115987,0.0172837104230301
"398",33,2024-02-17,"18-29 years","immunocompromised",14.6172413793103,0.0172837104230302
"399",36,2024-03-09,"18-29 years","immunocompromised",15.3554858934169,0.00864185521151501
"400",44,2024-05-04,"18-29 years","immunocompromised",16.2413793103448,0.01728371042303
"401",31,2024-02-03,"18-29 years","immunocompromised",14.3219435736677,0.00864185521151501
"402",26,2023-12-30,"18-29 years","immunocompromised",11.2213166144201,0.00864185521151501
"403",47,2024-05-25,"18-29 years","immunocompromised",16.3890282131661,0.00864185521151501
"404",42,2024-04-20,"18-29 years","immunocompromised",15.9460815047022,0
"405",37,2024-03-16,"18-29 years","immunocompromised",15.3554858934169,0
"406",45,2024-05-11,"18-29 years","immunocompromised",16.2413793103448,0
"407",40,2024-04-06,"18-29 years","immunocompromised",15.9460815047022,0.0345674208460602
"408",48,2024-06-01,"18-29 years","immunocompromised",16.5366771159875,0.00864185521151501
"409",51,2024-06-22,"18-29 years","immunocompromised",16.5366771159875,0
"410",38,2024-03-23,"18-29 years","immunocompromised",15.3554858934169,0
"411",46,2024-05-18,"18-29 years","immunocompromised",16.2413793103448,0
"412",41,2024-04-13,"18-29 years","immunocompromised",15.9460815047022,0
"413",49,2024-06-08,"18-29 years","immunocompromised",16.5366771159875,0
"414",52,2024-06-30,"18-29 years","immunocompromised",16.6843260188088,0.00864185521151516
"415",39,2024-03-31,"18-29 years","immunocompromised",15.3554858934169,0
"416",50,2024-06-15,"18-29 years","immunocompromised",16.5366771159875,0
"417",1,2023-07-08,"30-49 years","immunocompromised",0.0425415334553503,0.000893565043475658
"418",3,2023-07-22,"30-49 years","immunocompromised",0.0850830669107006,0.000893565043475658
"419",4,2023-07-29,"30-49 years","immunocompromised",0.106353833638376,0.000893565043475658
"420",5,2023-08-05,"30-49 years","immunocompromised",0.127624600366051,0.000893565043475658
"421",6,2023-08-12,"30-49 years","immunocompromised",0.148895367093726,0.000893565043475658
"422",17,2023-10-28,"30-49 years","immunocompromised",7.16070914439507,0.0527201026054263
"423",8,2023-08-26,"30-49 years","immunocompromised",0.191436900549076,0.000893565043475658
"424",9,2023-09-02,"30-49 years","immunocompromised",0.212707667276752,0.000893565043475658
"425",10,2023-09-09,"30-49 years","immunocompromised",0.233978434004427,0.000893565043475658
"426",11,2023-09-16,"30-49 years","immunocompromised",0.255249200732102,0.000893565043475658
"427",18,2023-11-04,"30-49 years","immunocompromised",11.2209050510108,0.170565037841085
"428",13,2023-09-30,"30-49 years","immunocompromised",1.55025661888965,0.0651248326302324
"429",21,2023-11-25,"30-49 years","immunocompromised",14.2475965450335,0.0124047300248061
"430",16,2023-10-21,"30-49 years","immunocompromised",5.90573950053201,0.0651248326302324
"431",24,2023-12-16,"30-49 years","immunocompromised",17.3481097828128,0
"432",19,2023-11-11,"30-49 years","immunocompromised",12.5496964386305,0.0558212851116278
"433",14,2023-10-07,"30-49 years","immunocompromised",3.10051323777931,0.0651248326302324
"434",22,2023-12-02,"30-49 years","immunocompromised",16.6098923452463,0.0992378401984494
"435",30,2024-01-27,"30-49 years","immunocompromised",20.6700882518621,0.0155059125310077
"436",25,2023-12-23,"30-49 years","immunocompromised",17.4219315265694,0.00310118250620148
"437",20,2023-11-18,"30-49 years","immunocompromised",13.9523095700069,0.0589224676178294
"438",15,2023-10-14,"30-49 years","immunocompromised",4.35548288164236,0.0527201026054262
"439",23,2023-12-09,"30-49 years","immunocompromised",17.3481097828128,0.0310118250620155
"440",31,2024-02-03,"30-49 years","immunocompromised",21.3344839456719,0.0279106425558138
"441",26,2023-12-30,"30-49 years","immunocompromised",17.938683732866,0.0217082775434108
"442",34,2024-02-24,"30-49 years","immunocompromised",21.4083056894286,0.00310118250620159
"443",29,2024-01-20,"30-49 years","immunocompromised",20.3009795330788,0.0124047300248061
"444",37,2024-03-16,"30-49 years","immunocompromised",22.367988358265,0
"445",32,2024-02-10,"30-49 years","immunocompromised",21.3344839456719,0
"446",27,2024-01-06,"30-49 years","immunocompromised",19.7842273267823,0.0775295626550386
"447",35,2024-03-02,"30-49 years","immunocompromised",22.2203448707517,0.034113007568217
"448",43,2024-04-27,"30-49 years","immunocompromised",23.0323840520749,0
"449",38,2024-03-23,"30-49 years","immunocompromised",22.6632753332916,0.0124047300248061
"450",33,2024-02-17,"30-49 years","immunocompromised",21.3344839456719,0
"451",28,2024-01-13,"30-49 years","immunocompromised",20.0056925580522,0.00930354751860465
"452",36,2024-03-09,"30-49 years","immunocompromised",22.367988358265,0.00620236501240306
"453",44,2024-05-04,"30-49 years","immunocompromised",23.2538492833448,0.00930354751860454
"454",39,2024-03-31,"30-49 years","immunocompromised",22.7370970770483,0.00310118250620159
"455",47,2024-05-25,"30-49 years","immunocompromised",23.2538492833448,0
"456",42,2024-04-20,"30-49 years","immunocompromised",23.0323840520749,0.00310118250620181
"457",50,2024-06-15,"30-49 years","immunocompromised",23.5491362583714,0.00310118250620137
"458",45,2024-05-11,"30-49 years","immunocompromised",23.2538492833448,0
"459",40,2024-04-06,"30-49 years","immunocompromised",22.9585623083182,0.00930354751860454
"460",48,2024-06-01,"30-49 years","immunocompromised",23.4753145146148,0.00930354751860454
"461",2,2023-07-15,"30-49 years","immunocompromised",0.0638123001830255,0.000893565043475658
"462",51,2024-06-22,"30-49 years","immunocompromised",23.5491362583714,0
"463",46,2024-05-18,"30-49 years","immunocompromised",23.2538492833448,0
"464",41,2024-04-13,"30-49 years","immunocompromised",22.9585623083182,0
"465",49,2024-06-08,"30-49 years","immunocompromised",23.4753145146148,0
"466",7,2023-08-19,"30-49 years","immunocompromised",0.170166133821401,0.000893565043475658
"467",52,2024-06-30,"30-49 years","immunocompromised",23.5491362583714,0
"468",12,2023-09-23,"30-49 years","immunocompromised",0.276519967459777,0.000893565043475658
"469",1,2023-07-08,"50-64 years","immunocompromised",0.0691504782680461,0.00131331742722879
"470",2,2023-07-15,"50-64 years","immunocompromised",0.103725717402069,0.00131331742722879
"471",3,2023-07-22,"50-64 years","immunocompromised",0.138300956536092,0.00131331742722879
"472",19,2023-11-11,"50-64 years","immunocompromised",14.7835590718499,0.0858311424012864
"473",6,2023-08-12,"50-64 years","immunocompromised",0.242026673938161,0.00131331742722879
"474",7,2023-08-19,"50-64 years","immunocompromised",0.276601913072185,0.00131331742722879
"475",8,2023-08-26,"50-64 years","immunocompromised",0.311177152206208,0.00131331742722879
"476",25,2023-12-23,"50-64 years","immunocompromised",20.7476030665909,0.0352963421638584
"477",20,2023-11-18,"50-64 years","immunocompromised",15.747841816502,0.0366276377270651
"478",11,2023-09-16,"50-64 years","immunocompromised",0.414902869608277,0.00131331742722879
"479",12,2023-09-23,"50-64 years","immunocompromised",0.4494781087423,0.00131331742722879
"480",18,2023-11-04,"50-64 years","immunocompromised",12.5239132222301,0.0994457374028699
"481",26,2023-12-30,"50-64 years","immunocompromised",20.8976490441333,0.00569939650824255
"482",13,2023-09-30,"50-64 years","immunocompromised",0.953117365503519,0.0362035282375938
"483",16,2023-10-21,"50-64 years","immunocompromised",8.22034620140715,0.143918266702561
"484",24,2023-12-16,"50-64 years","immunocompromised",19.8183688650416,0.0268005445833266
"485",32,2024-02-10,"50-64 years","immunocompromised",23.6279126394713,0.00916031137954277
"486",27,2024-01-06,"50-64 years","immunocompromised",21.9498815400469,0.0399683504435954
"487",14,2023-10-07,"50-64 years","immunocompromised",1.90623473100704,0.0362035282375938
"488",17,2023-10-28,"50-64 years","immunocompromised",9.9058407895672,0.0640223891886884
"489",30,2024-01-27,"50-64 years","immunocompromised",23.3867523914434,0.00903330532921963
"490",33,2024-02-17,"50-64 years","immunocompromised",23.6676183995452,0.00150819684758498
"491",28,2024-01-13,"50-64 years","immunocompromised",22.6644060976476,0.0271407393609775
"492",15,2023-10-14,"50-64 years","immunocompromised",4.43146136379788,0.0959190515412236
"493",23,2023-12-09,"50-64 years","immunocompromised",19.1128004939237,0.0266032316122894
"494",31,2024-02-03,"50-64 years","immunocompromised",23.3867523914434,0
"495",34,2024-02-24,"50-64 years","immunocompromised",23.7792721910312,0.0042410948947129
"496",21,2023-11-25,"50-64 years","immunocompromised",16.2673603404165,0.0197335650689284
"497",29,2024-01-20,"50-64 years","immunocompromised",23.1489357863691,0.0184045374709061
"498",37,2024-03-16,"50-64 years","immunocompromised",24.3642902920901,0.000117934189585644
"499",40,2024-04-06,"50-64 years","immunocompromised",24.9631606282425,0.0177513634978167
"500",35,2024-03-02,"50-64 years","immunocompromised",24.357065634994,0.0219470990888426
"501",22,2023-12-02,"50-64 years","immunocompromised",18.4124267109658,0.0814789172125412
"502",51,2024-06-22,"50-64 years","immunocompromised",25.897470002132,0.00043998524576159
"503",38,2024-03-23,"50-64 years","immunocompromised",24.3675145192239,0.000122470119954149
"504",41,2024-04-13,"50-64 years","immunocompromised",25.0630519614811,0.00379430575339807
"505",36,2024-03-09,"50-64 years","immunocompromised",24.3611854807761,0.000156489597719387
"506",44,2024-05-04,"50-64 years","immunocompromised",25.326602675716,0.00972730267562734
"507",52,2024-06-30,"50-64 years","immunocompromised",25.9117401925947,0.000542043679056821
"508",39,2024-03-31,"50-64 years","immunocompromised",24.4958268175681,0.00487385718114321
"509",42,2024-04-20,"50-64 years","immunocompromised",25.0705154502168,0.000283495648042364
"510",50,2024-06-15,"50-64 years","immunocompromised",25.8858866676143,7.48428510832343e-05
"511",45,2024-05-11,"50-64 years","immunocompromised",25.3328122983441,0.000235868379171127
"512",48,2024-06-01,"50-64 years","immunocompromised",25.883916306588,0.0207949727751988
"513",43,2024-04-27,"50-64 years","immunocompromised",25.0705154502168,0
"514",4,2023-07-29,"50-64 years","immunocompromised",0.172876195670115,0.00131331742722879
"515",5,2023-08-05,"50-64 years","immunocompromised",0.207451434804138,0.00131331742722879
"516",46,2024-05-18,"50-64 years","immunocompromised",25.3364544808471,0.000138345876244561
"517",49,2024-06-08,"50-64 years","immunocompromised",25.883916306588,0
"518",9,2023-09-02,"50-64 years","immunocompromised",0.345752391340231,0.00131331742722879
"519",10,2023-09-09,"50-64 years","immunocompromised",0.380327630474254,0.00131331742722879
"520",47,2024-05-25,"50-64 years","immunocompromised",25.3364544808471,0
"521",4,2023-07-29,"65-74 years","immunocompromised",1.51080564038171,0.00690894208579268
"522",5,2023-08-05,"65-74 years","immunocompromised",1.81296676845806,0.00690894208579268
"523",19,2023-11-11,"65-74 years","immunocompromised",23.7054980079681,0.0387163142995457
"524",27,2024-01-06,"65-74 years","immunocompromised",33.6533409220262,0.0290372357246592
"525",14,2023-10-07,"65-74 years","immunocompromised",9.73618668184405,0.111309403611194
"526",9,2023-09-02,"65-74 years","immunocompromised",3.02161128076343,0.00690894208579268
"527",10,2023-09-09,"65-74 years","immunocompromised",3.32377240883977,0.00690894208579268
"528",20,2023-11-18,"65-74 years","immunocompromised",27.0919977233921,0.0774326285990913
"529",28,2024-01-13,"65-74 years","immunocompromised",34.2883096186682,0.0145186178623297
"530",15,2023-10-14,"65-74 years","immunocompromised",14.9217643710871,0.118568712542359
"531",18,2023-11-04,"65-74 years","immunocompromised",22.0122481502561,0.0483953928744321
"532",26,2023-12-30,"65-74 years","immunocompromised",32.3834035287422,0.00725930893116483
"533",13,2023-09-30,"65-74 years","immunocompromised",4.86809334092203,0.111309403611194
"534",21,2023-11-25,"65-74 years","immunocompromised",27.6211383039271,0.012098848218608
"535",16,2023-10-21,"65-74 years","immunocompromised",18.3082640865111,0.0774326285990913
"536",24,2023-12-16,"65-74 years","immunocompromised",31.8542629482072,0.0290372357246592
"537",32,2024-02-10,"65-74 years","immunocompromised",35.9815594763802,0.00483953928744328
"538",35,2024-03-02,"65-74 years","immunocompromised",37.0398406374502,0.0169383875060513
"539",22,2023-12-02,"65-74 years","immunocompromised",29.5260443938532,0.0435558535869889
"540",17,2023-10-28,"65-74 years","immunocompromised",19.8956858281161,0.036296544655824
"541",25,2023-12-23,"65-74 years","immunocompromised",32.0659191804212,0.00483953928744319
"542",33,2024-02-17,"65-74 years","immunocompromised",36.0873875924872,0.00241976964372164
"543",36,2024-03-09,"65-74 years","immunocompromised",37.4631531018782,0.00967907857488638
"544",23,2023-12-09,"65-74 years","immunocompromised",30.5843255549232,0.024197696437216
"545",31,2024-02-03,"65-74 years","immunocompromised",35.7699032441662,0
"546",34,2024-02-24,"65-74 years","immunocompromised",36.2990438247012,0.0048395392874431
"547",42,2024-04-20,"65-74 years","immunocompromised",38.7330904951622,0.00241976964372164
"548",29,2024-01-20,"65-74 years","immunocompromised",35.4524188958452,0.0266174660809377
"549",37,2024-03-16,"65-74 years","immunocompromised",38.0981217985202,0.0145186178623297
"550",45,2024-05-11,"65-74 years","immunocompromised",39.3680591918042,0
"551",40,2024-04-06,"65-74 years","immunocompromised",38.5214342629482,0.00241976964372164
"552",43,2024-04-27,"65-74 years","immunocompromised",38.9447467273762,0.0048395392874431
"553",30,2024-01-27,"65-74 years","immunocompromised",35.7699032441662,0.00725930893116474
"554",38,2024-03-23,"65-74 years","immunocompromised",38.2039499146272,0.00241976964372164
"555",46,2024-05-18,"65-74 years","immunocompromised",39.3680591918042,0
"556",41,2024-04-13,"65-74 years","immunocompromised",38.6272623790552,0.00241976964372164
"557",44,2024-05-04,"65-74 years","immunocompromised",39.3680591918042,0.00967907857488638
"558",52,2024-06-30,"65-74 years","immunocompromised",40.1088560045532,0.00241976964372164
"559",39,2024-03-31,"65-74 years","immunocompromised",38.4156061468412,0.0048395392874431
"560",47,2024-05-25,"65-74 years","immunocompromised",39.5797154240182,0.00483953928744328
"561",50,2024-06-15,"65-74 years","immunocompromised",40.0030278884462,0
"562",1,2023-07-08,"65-74 years","immunocompromised",0.604322256152686,0.00690894208579268
"563",2,2023-07-15,"65-74 years","immunocompromised",0.906483384229029,0.00690894208579268
"564",3,2023-07-22,"65-74 years","immunocompromised",1.20864451230537,0.00690894208579268
"565",48,2024-06-01,"65-74 years","immunocompromised",40.0030278884462,0.00967907857488638
"566",51,2024-06-22,"65-74 years","immunocompromised",40.0030278884462,0
"567",6,2023-08-12,"65-74 years","immunocompromised",2.1151278965344,0.00690894208579268
"568",7,2023-08-19,"65-74 years","immunocompromised",2.41728902461074,0.00690894208579268
"569",8,2023-08-26,"65-74 years","immunocompromised",2.71945015268708,0.00690894208579268
"570",49,2024-06-08,"65-74 years","immunocompromised",40.0030278884462,0
"571",11,2023-09-16,"65-74 years","immunocompromised",3.62593353691611,0.00690894208579268
"572",12,2023-09-23,"65-74 years","immunocompromised",3.92809466499246,0.00690894208579268
"573",2,2023-07-15,"75+ years","immunocompromised",1.03240169752281,0.00783507216117992
"574",21,2023-11-25,"75+ years","immunocompromised",28.0453380326818,0.0144571138414761
"575",16,2023-10-21,"75+ years","immunocompromised",21.5896187119513,0.110837872784651
"576",7,2023-08-19,"75+ years","immunocompromised",2.75307119339415,0.00783507216117992
"577",19,2023-11-11,"75+ years","immunocompromised",25.8228772829221,0.0674665312602222
"578",14,2023-10-07,"75+ years","immunocompromised",10.3714834988786,0.118066429705389
"579",22,2023-12-02,"75+ years","immunocompromised",29.2094841396988,0.0265047087093731
"580",17,2023-10-28,"75+ years","immunocompromised",22.8595962832425,0.0289142276829524
"581",12,2023-09-23,"75+ years","immunocompromised",4.47374068926549,0.00783507216117992
"582",20,2023-11-18,"75+ years","immunocompromised",27.4103492470362,0.0361427846036905
"583",15,2023-10-14,"75+ years","immunocompromised",16.7213713553348,0.144571138414762
"584",23,2023-12-09,"75+ years","immunocompromised",29.6328099967959,0.00963807589431743
"585",18,2023-11-04,"75+ years","immunocompromised",22.8595962832425,0
"586",13,2023-09-30,"75+ years","immunocompromised",5.18574174943928,0.118066429705389
"587",34,2024-02-24,"75+ years","immunocompromised",35.8768663889779,0.00240951897357923
"588",29,2024-01-20,"75+ years","immunocompromised",34.0777314963153,0.0120475948678968
"589",24,2023-12-16,"75+ years","immunocompromised",30.056135853893,0.00963807589431751
"590",32,2024-02-10,"75+ years","immunocompromised",35.7710349247036,0
"591",27,2024-01-06,"75+ years","immunocompromised",33.2310797821211,0.0289142276829523
"592",35,2024-03-02,"75+ years","immunocompromised",36.8293495674463,0.0216856707622144
"593",30,2024-01-27,"75+ years","immunocompromised",34.6068888176866,0.0120475948678968
"594",25,2023-12-23,"75+ years","immunocompromised",30.4794617109901,0.00963807589431743
"595",33,2024-02-17,"75+ years","immunocompromised",35.7710349247036,0
"596",28,2024-01-13,"75+ years","immunocompromised",33.5485741749439,0.0072285569207382
"597",36,2024-03-09,"75+ years","immunocompromised",37.1468439602691,0.00722855692073803
"598",31,2024-02-03,"75+ years","immunocompromised",35.7710349247036,0.0265047087093731
"599",26,2023-12-30,"75+ years","immunocompromised",31.9611022108299,0.0337332656301112
"600",47,2024-05-25,"75+ years","immunocompromised",39.5809676385774,0.00481903794715863
"601",42,2024-04-20,"75+ years","immunocompromised",38.5226529958347,0.00481903794715863
"602",37,2024-03-16,"75+ years","immunocompromised",37.9934956744633,0.0192761517886349
"603",45,2024-05-11,"75+ years","immunocompromised",39.2634732457546,0
"604",40,2024-04-06,"75+ years","immunocompromised",38.2051586030119,0
"605",48,2024-06-01,"75+ years","immunocompromised",39.6867991028517,0.0024095189735794
"606",43,2024-04-27,"75+ years","immunocompromised",38.5226529958347,0
"607",38,2024-03-23,"75+ years","immunocompromised",38.0993271387376,0.0024095189735794
"608",46,2024-05-18,"75+ years","immunocompromised",39.3693047100288,0.0024095189735794
"609",41,2024-04-13,"75+ years","immunocompromised",38.3109900672861,0.0024095189735794
"610",49,2024-06-08,"75+ years","immunocompromised",39.7926305671259,0.0024095189735794
"611",44,2024-05-04,"75+ years","immunocompromised",39.2634732457546,0.0168666328150556
"612",39,2024-03-31,"75+ years","immunocompromised",38.2051586030119,0.0024095189735794
"613",1,2023-07-08,"75+ years","immunocompromised",0.688267798348537,0.00783507216117992
"614",50,2024-06-15,"75+ years","immunocompromised",39.7926305671259,0
"615",3,2023-07-22,"75+ years","immunocompromised",1.37653559669707,0.00783507216117992
"616",4,2023-07-29,"75+ years","immunocompromised",1.72066949587134,0.00783507216117992
"617",5,2023-08-05,"75+ years","immunocompromised",2.06480339504561,0.00783507216117992
"618",6,2023-08-12,"75+ years","immunocompromised",2.40893729421988,0.00783507216117992
"619",51,2024-06-22,"75+ years","immunocompromised",39.7926305671259,0
"620",8,2023-08-26,"75+ years","immunocompromised",3.09720509256842,0.00783507216117992
"621",9,2023-09-02,"75+ years","immunocompromised",3.44133899174269,0.00783507216117992
"622",10,2023-09-09,"75+ years","immunocompromised",3.78547289091695,0.00783507216117992
"623",11,2023-09-16,"75+ years","immunocompromised",4.12960679009122,0.00783507216117992
"624",52,2024-06-30,"75+ years","immunocompromised",39.7926305671259,0
"625",1,2023-07-08,"0-17 years","higher risk",0.0561455831727719,0.00117664737720842
"626",2,2023-07-15,"0-17 years","higher risk",0.0842183747591578,0.00117664737720842
"627",3,2023-07-22,"0-17 years","higher risk",0.112291166345544,0.00117664737720842
"628",4,2023-07-29,"0-17 years","higher risk",0.14036395793193,0.00117664737720842
"629",5,2023-08-05,"0-17 years","higher risk",0.168436749518316,0.00117664737720842
"630",6,2023-08-12,"0-17 years","higher risk",0.196509541104701,0.00117664737720842
"631",7,2023-08-19,"0-17 years","higher risk",0.224582332691087,0.00117664737720842
"632",8,2023-08-26,"0-17 years","higher risk",0.252655124277473,0.00117664737720842
"633",9,2023-09-02,"0-17 years","higher risk",0.280727915863859,0.00117664737720842
"634",10,2023-09-09,"0-17 years","higher risk",0.308800707450245,0.00117664737720842
"635",11,2023-09-16,"0-17 years","higher risk",0.336873499036631,0.00117664737720842
"636",12,2023-09-23,"0-17 years","higher risk",0.364946290623017,0.00117664737720842
"637",28,2024-01-13,"0-17 years","higher risk",18.7111166206195,0.00218053821717059
"638",29,2024-01-20,"0-17 years","higher risk",19.0460423949651,0.0140381312891694
"639",30,2024-01-27,"0-17 years","higher risk",19.1786335345846,0.00555744576360925
"640",31,2024-02-03,"0-17 years","higher risk",20.1801753498072,0.0419787802869489
"641",32,2024-02-10,"0-17 years","higher risk",20.2139210642002,0.00141442315098526
"642",33,2024-02-17,"0-17 years","higher risk",20.5513782081304,0.0141442315098523
"643",34,2024-02-24,"0-17 years","higher risk",20.6188696369164,0.00282884630197039
"644",35,2024-03-02,"0-17 years","higher risk",21.3071390308606,0.0288482310248754
"645",36,2024-03-09,"0-17 years","higher risk",21.3227462032648,0.000654161465151215
"646",37,2024-03-16,"0-17 years","higher risk",21.4966771660313,0.00729016957664323
"647",38,2024-03-23,"0-17 years","higher risk",21.8228857384971,0.0136727571261905
"648",39,2024-03-30,"0-17 years","higher risk",21.8566314528901,0.00141442315098513
"649",40,2024-04-06,"0-17 years","higher risk",22.2802771741237,0.0177567530190619
"650",41,2024-04-13,"0-17 years","higher risk",22.291525745588,0.000471474383661711
"651",42,2024-04-20,"0-17 years","higher risk",22.3027743170524,0.000471474383661711
"652",43,2024-04-27,"0-17 years","higher risk",22.4083700611713,0.00442595653444502
"653",44,2024-05-04,"0-17 years","higher risk",22.977967908177,0.0238742132459618
"654",45,2024-05-11,"0-17 years","higher risk",23.0264770051126,0.00203321787590902
"655",46,2024-05-18,"0-17 years","higher risk",23.0489741480413,0.000942948767323422
"656",47,2024-05-25,"0-17 years","higher risk",23.0489741480413,0
"657",48,2024-06-01,"0-17 years","higher risk",23.4764198636862,0.0179160265791462
"658",49,2024-06-08,"0-17 years","higher risk",23.4876684351505,0.000471474383661466
"659",50,2024-06-15,"0-17 years","higher risk",23.4989170066149,0.000471474383662201
"660",51,2024-06-22,"0-17 years","higher risk",23.5214141495435,0.000942948767323422
"661",52,2024-06-30,"0-17 years","higher risk",23.5214141495435,0
"662",13,2023-09-30,"0-17 years","higher risk",1.92490811679204,0.0806808998677906
"663",14,2023-10-07,"0-17 years","higher risk",3.84981623358409,0.0806808998677906
"664",15,2023-10-14,"0-17 years","higher risk",5.07591052319702,0.0513907078191299
"665",16,2023-10-21,"0-17 years","higher risk",6.4802943765163,0.0588635644772625
"666",17,2023-10-28,"0-17 years","higher risk",7.63200726681872,0.0482730742149872
"667",18,2023-11-04,"0-17 years","higher risk",11.2328011200277,0.150924236736799
"668",19,2023-11-11,"0-17 years","higher risk",12.0315893456279,0.0334805346203349
"669",20,2023-11-18,"0-17 years","higher risk",13.2836955892478,0.0524809769277151
"670",21,2023-11-25,"0-17 years","higher risk",13.6741600826856,0.0163659898476018
"671",22,2023-12-02,"0-17 years","higher risk",15.9206329876707,0.0941590166936691
"672",23,2023-12-09,"0-17 years","higher risk",16.1681015598861,0.0103724364405584
"673",24,2023-12-16,"0-17 years","higher risk",16.2572463417393,0.00373642832906612
"674",25,2023-12-23,"0-17 years","higher risk",16.8023801628289,0.0228488242374808
"675",26,2023-12-30,"0-17 years","higher risk",16.9202079199059,0.00493865103868572
"676",27,2024-01-06,"0-17 years","higher risk",18.6590927126055,0.072883889167258
"677",1,2023-07-08,"18-29 years","higher risk",0.0668331236029137,0.00195586342490004
"678",2,2023-07-15,"18-29 years","higher risk",0.100249685404371,0.00195586342490004
"679",3,2023-07-22,"18-29 years","higher risk",0.133666247205827,0.00195586342490004
"680",4,2023-07-29,"18-29 years","higher risk",0.167082809007284,0.00195586342490004
"681",5,2023-08-05,"18-29 years","higher risk",0.200499370808741,0.00195586342490004
"682",6,2023-08-12,"18-29 years","higher risk",0.233915932610198,0.00195586342490004
"683",7,2023-08-19,"18-29 years","higher risk",0.267332494411655,0.00195586342490004
"684",8,2023-08-26,"18-29 years","higher risk",0.300749056213112,0.00195586342490004
"685",9,2023-09-02,"18-29 years","higher risk",0.334165618014568,0.00195586342490004
"686",10,2023-09-09,"18-29 years","higher risk",0.367582179816025,0.00195586342490004
"687",11,2023-09-16,"18-29 years","higher risk",0.400998741617482,0.00195586342490004
"688",12,2023-09-23,"18-29 years","higher risk",0.434415303418939,0.00195586342490004
"689",21,2023-11-25,"18-29 years","higher risk",7.67774294670846,0.0172837104230301
"690",16,2023-10-21,"18-29 years","higher risk",3.83887147335423,0.0432092760575752
"691",19,2023-11-11,"18-29 years","higher risk",6.93949843260188,0.0345674208460602
"692",27,2024-01-06,"18-29 years","higher risk",13.2884012539185,0.120985972961211
"693",14,2023-10-07,"18-29 years","higher risk",2.36238244514107,0.0691348416921203
"694",22,2023-12-02,"18-29 years","higher risk",10.4830721003135,0.164195249018786
"695",17,2023-10-28,"18-29 years","higher risk",4.72476489028213,0.0518511312690902
"696",20,2023-11-18,"18-29 years","higher risk",7.38244514106583,0.0259255656345451
"697",28,2024-01-13,"18-29 years","higher risk",13.7313479623824,0.0259255656345452
"698",15,2023-10-14,"18-29 years","higher risk",3.10062695924765,0.0432092760575752
"699",23,2023-12-09,"18-29 years","higher risk",10.6307210031348,0.00864185521151509
"700",18,2023-11-04,"18-29 years","higher risk",6.34890282131661,0.0950604073266654
"701",13,2023-09-30,"18-29 years","higher risk",1.18119122257053,0.0691348416921203
"702",34,2024-02-24,"18-29 years","higher risk",14.6172413793103,0
"703",29,2024-01-20,"18-29 years","higher risk",14.0266457680251,0.01728371042303
"704",24,2023-12-16,"18-29 years","higher risk",10.7783699059561,0.00864185521151501
"705",32,2024-02-10,"18-29 years","higher risk",14.3219435736677,0
"706",35,2024-03-02,"18-29 years","higher risk",15.2078369905956,0.0345674208460602
"707",43,2024-04-27,"18-29 years","higher risk",15.9460815047022,0
"708",30,2024-01-27,"18-29 years","higher risk",14.1742946708464,0.00864185521151501
"709",25,2023-12-23,"18-29 years","higher risk",11.0736677115987,0.0172837104230301
"710",33,2024-02-17,"18-29 years","higher risk",14.6172413793103,0.0172837104230302
"711",36,2024-03-09,"18-29 years","higher risk",15.3554858934169,0.00864185521151501
"712",44,2024-05-04,"18-29 years","higher risk",16.2413793103448,0.01728371042303
"713",31,2024-02-03,"18-29 years","higher risk",14.3219435736677,0.00864185521151501
