"","week","date","age_group","risk_group","risk_coverage","prop_up_to_date_sim_period"
"714",26,2023-12-30,"18-29 years","higher risk",11.2213166144201,0.00864185521151501
"715",47,2024-05-25,"18-29 years","higher risk",16.3890282131661,0.00864185521151501
"716",42,2024-04-20,"18-29 years","higher risk",15.9460815047022,0
"717",37,2024-03-16,"18-29 years","higher risk",15.3554858934169,0
"718",45,2024-05-11,"18-29 years","higher risk",16.2413793103448,0
"719",40,2024-04-06,"18-29 years","higher risk",15.9460815047022,0.0345674208460602
"720",48,2024-06-01,"18-29 years","higher risk",16.5366771159875,0.00864185521151501
"721",51,2024-06-22,"18-29 years","higher risk",16.5366771159875,0
"722",38,2024-03-23,"18-29 years","higher risk",15.3554858934169,0
"723",46,2024-05-18,"18-29 years","higher risk",16.2413793103448,0
"724",41,2024-04-13,"18-29 years","higher risk",15.9460815047022,0
"725",49,2024-06-08,"18-29 years","higher risk",16.5366771159875,0
"726",52,2024-06-30,"18-29 years","higher risk",16.6843260188088,0.00864185521151516
"727",39,2024-03-31,"18-29 years","higher risk",15.3554858934169,0
"728",50,2024-06-15,"18-29 years","higher risk",16.5366771159875,0
"729",1,2023-07-08,"30-49 years","higher risk",0.0425415334553503,0.000893565043475658
"730",3,2023-07-22,"30-49 years","higher risk",0.0850830669107006,0.000893565043475658
"731",4,2023-07-29,"30-49 years","higher risk",0.106353833638376,0.000893565043475658
"732",5,2023-08-05,"30-49 years","higher risk",0.127624600366051,0.000893565043475658
"733",6,2023-08-12,"30-49 years","higher risk",0.148895367093726,0.000893565043475658
"734",17,2023-10-28,"30-49 years","higher risk",7.16070914439507,0.0527201026054263
"735",8,2023-08-26,"30-49 years","higher risk",0.191436900549076,0.000893565043475658
"736",9,2023-09-02,"30-49 years","higher risk",0.212707667276752,0.000893565043475658
"737",10,2023-09-09,"30-49 years","higher risk",0.233978434004427,0.000893565043475658
"738",11,2023-09-16,"30-49 years","higher risk",0.255249200732102,0.000893565043475658
"739",18,2023-11-04,"30-49 years","higher risk",11.2209050510108,0.170565037841085
"740",13,2023-09-30,"30-49 years","higher risk",1.55025661888965,0.0651248326302324
"741",21,2023-11-25,"30-49 years","higher risk",14.2475965450335,0.0124047300248061
"742",16,2023-10-21,"30-49 years","higher risk",5.90573950053201,0.0651248326302324
"743",24,2023-12-16,"30-49 years","higher risk",17.3481097828128,0
"744",19,2023-11-11,"30-49 years","higher risk",12.5496964386305,0.0558212851116278
"745",14,2023-10-07,"30-49 years","higher risk",3.10051323777931,0.0651248326302324
"746",22,2023-12-02,"30-49 years","higher risk",16.6098923452463,0.0992378401984494
"747",30,2024-01-27,"30-49 years","higher risk",20.6700882518621,0.0155059125310077
"748",25,2023-12-23,"30-49 years","higher risk",17.4219315265694,0.00310118250620148
"749",20,2023-11-18,"30-49 years","higher risk",13.9523095700069,0.0589224676178294
"750",15,2023-10-14,"30-49 years","higher risk",4.35548288164236,0.0527201026054262
"751",23,2023-12-09,"30-49 years","higher risk",17.3481097828128,0.0310118250620155
"752",31,2024-02-03,"30-49 years","higher risk",21.3344839456719,0.0279106425558138
"753",26,2023-12-30,"30-49 years","higher risk",17.938683732866,0.0217082775434108
"754",34,2024-02-24,"30-49 years","higher risk",21.4083056894286,0.00310118250620159
"755",29,2024-01-20,"30-49 years","higher risk",20.3009795330788,0.0124047300248061
"756",37,2024-03-16,"30-49 years","higher risk",22.367988358265,0
"757",32,2024-02-10,"30-49 years","higher risk",21.3344839456719,0
"758",27,2024-01-06,"30-49 years","higher risk",19.7842273267823,0.0775295626550386
"759",35,2024-03-02,"30-49 years","higher risk",22.2203448707517,0.034113007568217
"760",43,2024-04-27,"30-49 years","higher risk",23.0323840520749,0
"761",38,2024-03-23,"30-49 years","higher risk",22.6632753332916,0.0124047300248061
"762",33,2024-02-17,"30-49 years","higher risk",21.3344839456719,0
"763",28,2024-01-13,"30-49 years","higher risk",20.0056925580522,0.00930354751860465
"764",36,2024-03-09,"30-49 years","higher risk",22.367988358265,0.00620236501240306
"765",44,2024-05-04,"30-49 years","higher risk",23.2538492833448,0.00930354751860454
"766",39,2024-03-31,"30-49 years","higher risk",22.7370970770483,0.00310118250620159
"767",47,2024-05-25,"30-49 years","higher risk",23.2538492833448,0
"768",42,2024-04-20,"30-49 years","higher risk",23.0323840520749,0.00310118250620181
"769",50,2024-06-15,"30-49 years","higher risk",23.5491362583714,0.00310118250620137
"770",45,2024-05-11,"30-49 years","higher risk",23.2538492833448,0
"771",40,2024-04-06,"30-49 years","higher risk",22.9585623083182,0.00930354751860454
"772",48,2024-06-01,"30-49 years","higher risk",23.4753145146148,0.00930354751860454
"773",2,2023-07-15,"30-49 years","higher risk",0.0638123001830255,0.000893565043475658
"774",51,2024-06-22,"30-49 years","higher risk",23.5491362583714,0
"775",46,2024-05-18,"30-49 years","higher risk",23.2538492833448,0
"776",41,2024-04-13,"30-49 years","higher risk",22.9585623083182,0
"777",49,2024-06-08,"30-49 years","higher risk",23.4753145146148,0
"778",7,2023-08-19,"30-49 years","higher risk",0.170166133821401,0.000893565043475658
"779",52,2024-06-30,"30-49 years","higher risk",23.5491362583714,0
"780",12,2023-09-23,"30-49 years","higher risk",0.276519967459777,0.000893565043475658
"781",1,2023-07-08,"50-64 years","higher risk",0.0691504782680461,0.00131331742722879
"782",2,2023-07-15,"50-64 years","higher risk",0.103725717402069,0.00131331742722879
"783",3,2023-07-22,"50-64 years","higher risk",0.138300956536092,0.00131331742722879
"784",19,2023-11-11,"50-64 years","higher risk",14.7835590718499,0.0858311424012864
"785",6,2023-08-12,"50-64 years","higher risk",0.242026673938161,0.00131331742722879
"786",7,2023-08-19,"50-64 years","higher risk",0.276601913072185,0.00131331742722879
"787",8,2023-08-26,"50-64 years","higher risk",0.311177152206208,0.00131331742722879
"788",25,2023-12-23,"50-64 years","higher risk",20.7476030665909,0.0352963421638584
"789",20,2023-11-18,"50-64 years","higher risk",15.747841816502,0.0366276377270651
"790",11,2023-09-16,"50-64 years","higher risk",0.414902869608277,0.00131331742722879
"791",12,2023-09-23,"50-64 years","higher risk",0.4494781087423,0.00131331742722879
"792",18,2023-11-04,"50-64 years","higher risk",12.5239132222301,0.0994457374028699
"793",26,2023-12-30,"50-64 years","higher risk",20.8976490441333,0.00569939650824255
"794",13,2023-09-30,"50-64 years","higher risk",0.953117365503519,0.0362035282375938
"795",16,2023-10-21,"50-64 years","higher risk",8.22034620140715,0.143918266702561
"796",24,2023-12-16,"50-64 years","higher risk",19.8183688650416,0.0268005445833266
"797",32,2024-02-10,"50-64 years","higher risk",23.6279126394713,0.00916031137954277
"798",27,2024-01-06,"50-64 years","higher risk",21.9498815400469,0.0399683504435954
"799",14,2023-10-07,"50-64 years","higher risk",1.90623473100704,0.0362035282375938
"800",17,2023-10-28,"50-64 years","higher risk",9.9058407895672,0.0640223891886884
"801",30,2024-01-27,"50-64 years","higher risk",23.3867523914434,0.00903330532921963
"802",33,2024-02-17,"50-64 years","higher risk",23.6676183995452,0.00150819684758498
"803",28,2024-01-13,"50-64 years","higher risk",22.6644060976476,0.0271407393609775
"804",15,2023-10-14,"50-64 years","higher risk",4.43146136379788,0.0959190515412236
"805",23,2023-12-09,"50-64 years","higher risk",19.1128004939237,0.0266032316122894
"806",31,2024-02-03,"50-64 years","higher risk",23.3867523914434,0
"807",34,2024-02-24,"50-64 years","higher risk",23.7792721910312,0.0042410948947129
"808",21,2023-11-25,"50-64 years","higher risk",16.2673603404165,0.0197335650689284
"809",29,2024-01-20,"50-64 years","higher risk",23.1489357863691,0.0184045374709061
"810",37,2024-03-16,"50-64 years","higher risk",24.3642902920901,0.000117934189585644
"811",40,2024-04-06,"50-64 years","higher risk",24.9631606282425,0.0177513634978167
"812",35,2024-03-02,"50-64 years","higher risk",24.357065634994,0.0219470990888426
"813",22,2023-12-02,"50-64 years","higher risk",18.4124267109658,0.0814789172125412
"814",51,2024-06-22,"50-64 years","higher risk",25.897470002132,0.00043998524576159
"815",38,2024-03-23,"50-64 years","higher risk",24.3675145192239,0.000122470119954149
"816",41,2024-04-13,"50-64 years","higher risk",25.0630519614811,0.00379430575339807
"817",36,2024-03-09,"50-64 years","higher risk",24.3611854807761,0.000156489597719387
"818",44,2024-05-04,"50-64 years","higher risk",25.326602675716,0.00972730267562734
"819",52,2024-06-30,"50-64 years","higher risk",25.9117401925947,0.000542043679056821
"820",39,2024-03-31,"50-64 years","higher risk",24.4958268175681,0.00487385718114321
"821",42,2024-04-20,"50-64 years","higher risk",25.0705154502168,0.000283495648042364
"822",50,2024-06-15,"50-64 years","higher risk",25.8858866676143,7.48428510832343e-05
"823",45,2024-05-11,"50-64 years","higher risk",25.3328122983441,0.000235868379171127
"824",48,2024-06-01,"50-64 years","higher risk",25.883916306588,0.0207949727751988
"825",43,2024-04-27,"50-64 years","higher risk",25.0705154502168,0
"826",4,2023-07-29,"50-64 years","higher risk",0.172876195670115,0.00131331742722879
"827",5,2023-08-05,"50-64 years","higher risk",0.207451434804138,0.00131331742722879
"828",46,2024-05-18,"50-64 years","higher risk",25.3364544808471,0.000138345876244561
"829",49,2024-06-08,"50-64 years","higher risk",25.883916306588,0
"830",9,2023-09-02,"50-64 years","higher risk",0.345752391340231,0.00131331742722879
"831",10,2023-09-09,"50-64 years","higher risk",0.380327630474254,0.00131331742722879
"832",47,2024-05-25,"50-64 years","higher risk",25.3364544808471,0
"833",4,2023-07-29,"65-74 years","higher risk",1.51080564038171,0.00690894208579268
"834",5,2023-08-05,"65-74 years","higher risk",1.81296676845806,0.00690894208579268
"835",19,2023-11-11,"65-74 years","higher risk",23.7054980079681,0.0387163142995457
"836",27,2024-01-06,"65-74 years","higher risk",33.6533409220262,0.0290372357246592
"837",14,2023-10-07,"65-74 years","higher risk",9.73618668184405,0.111309403611194
"838",9,2023-09-02,"65-74 years","higher risk",3.02161128076343,0.00690894208579268
"839",10,2023-09-09,"65-74 years","higher risk",3.32377240883977,0.00690894208579268
"840",20,2023-11-18,"65-74 years","higher risk",27.0919977233921,0.0774326285990913
"841",28,2024-01-13,"65-74 years","higher risk",34.2883096186682,0.0145186178623297
"842",15,2023-10-14,"65-74 years","higher risk",14.9217643710871,0.118568712542359
"843",18,2023-11-04,"65-74 years","higher risk",22.0122481502561,0.0483953928744321
"844",26,2023-12-30,"65-74 years","higher risk",32.3834035287422,0.00725930893116483
"845",13,2023-09-30,"65-74 years","higher risk",4.86809334092203,0.111309403611194
"846",21,2023-11-25,"65-74 years","higher risk",27.6211383039271,0.012098848218608
"847",16,2023-10-21,"65-74 years","higher risk",18.3082640865111,0.0774326285990913
"848",24,2023-12-16,"65-74 years","higher risk",31.8542629482072,0.0290372357246592
"849",32,2024-02-10,"65-74 years","higher risk",35.9815594763802,0.00483953928744328
"850",35,2024-03-02,"65-74 years","higher risk",37.0398406374502,0.0169383875060513
"851",22,2023-12-02,"65-74 years","higher risk",29.5260443938532,0.0435558535869889
"852",17,2023-10-28,"65-74 years","higher risk",19.8956858281161,0.036296544655824
"853",25,2023-12-23,"65-74 years","higher risk",32.0659191804212,0.00483953928744319
"854",33,2024-02-17,"65-74 years","higher risk",36.0873875924872,0.00241976964372164
"855",36,2024-03-09,"65-74 years","higher risk",37.4631531018782,0.00967907857488638
"856",23,2023-12-09,"65-74 years","higher risk",30.5843255549232,0.024197696437216
"857",31,2024-02-03,"65-74 years","higher risk",35.7699032441662,0
"858",34,2024-02-24,"65-74 years","higher risk",36.2990438247012,0.0048395392874431
"859",42,2024-04-20,"65-74 years","higher risk",38.7330904951622,0.00241976964372164
"860",29,2024-01-20,"65-74 years","higher risk",35.4524188958452,0.0266174660809377
"861",37,2024-03-16,"65-74 years","higher risk",38.0981217985202,0.0145186178623297
"862",45,2024-05-11,"65-74 years","higher risk",39.3680591918042,0
"863",40,2024-04-06,"65-74 years","higher risk",38.5214342629482,0.00241976964372164
"864",43,2024-04-27,"65-74 years","higher risk",38.9447467273762,0.0048395392874431
"865",30,2024-01-27,"65-74 years","higher risk",35.7699032441662,0.00725930893116474
"866",38,2024-03-23,"65-74 years","higher risk",38.2039499146272,0.00241976964372164
"867",46,2024-05-18,"65-74 years","higher risk",39.3680591918042,0
"868",41,2024-04-13,"65-74 years","higher risk",38.6272623790552,0.00241976964372164
"869",44,2024-05-04,"65-74 years","higher risk",39.3680591918042,0.00967907857488638
"870",52,2024-06-30,"65-74 years","higher risk",40.1088560045532,0.00241976964372164
"871",39,2024-03-31,"65-74 years","higher risk",38.4156061468412,0.0048395392874431
"872",47,2024-05-25,"65-74 years","higher risk",39.5797154240182,0.00483953928744328
"873",50,2024-06-15,"65-74 years","higher risk",40.0030278884462,0
"874",1,2023-07-08,"65-74 years","higher risk",0.604322256152686,0.00690894208579268
"875",2,2023-07-15,"65-74 years","higher risk",0.906483384229029,0.00690894208579268
"876",3,2023-07-22,"65-74 years","higher risk",1.20864451230537,0.00690894208579268
"877",48,2024-06-01,"65-74 years","higher risk",40.0030278884462,0.00967907857488638
"878",51,2024-06-22,"65-74 years","higher risk",40.0030278884462,0
"879",6,2023-08-12,"65-74 years","higher risk",2.1151278965344,0.00690894208579268
"880",7,2023-08-19,"65-74 years","higher risk",2.41728902461074,0.00690894208579268
"881",8,2023-08-26,"65-74 years","higher risk",2.71945015268708,0.00690894208579268
"882",49,2024-06-08,"65-74 years","higher risk",40.0030278884462,0
"883",11,2023-09-16,"65-74 years","higher risk",3.62593353691611,0.00690894208579268
"884",12,2023-09-23,"65-74 years","higher risk",3.92809466499246,0.00690894208579268
"885",2,2023-07-15,"75+ years","higher risk",1.03240169752281,0.00783507216117992
"886",21,2023-11-25,"75+ years","higher risk",28.0453380326818,0.0144571138414761
"887",16,2023-10-21,"75+ years","higher risk",21.5896187119513,0.110837872784651
"888",7,2023-08-19,"75+ years","higher risk",2.75307119339415,0.00783507216117992
"889",19,2023-11-11,"75+ years","higher risk",25.8228772829221,0.0674665312602222
"890",14,2023-10-07,"75+ years","higher risk",10.3714834988786,0.118066429705389
"891",22,2023-12-02,"75+ years","higher risk",29.2094841396988,0.0265047087093731
"892",17,2023-10-28,"75+ years","higher risk",22.8595962832425,0.0289142276829524
"893",12,2023-09-23,"75+ years","higher risk",4.47374068926549,0.00783507216117992
"894",20,2023-11-18,"75+ years","higher risk",27.4103492470362,0.0361427846036905
"895",15,2023-10-14,"75+ years","higher risk",16.7213713553348,0.144571138414762
"896",23,2023-12-09,"75+ years","higher risk",29.6328099967959,0.00963807589431743
"897",18,2023-11-04,"75+ years","higher risk",22.8595962832425,0
"898",13,2023-09-30,"75+ years","higher risk",5.18574174943928,0.118066429705389
"899",34,2024-02-24,"75+ years","higher risk",35.8768663889779,0.00240951897357923
"900",29,2024-01-20,"75+ years","higher risk",34.0777314963153,0.0120475948678968
"901",24,2023-12-16,"75+ years","higher risk",30.056135853893,0.00963807589431751
"902",32,2024-02-10,"75+ years","higher risk",35.7710349247036,0
"903",27,2024-01-06,"75+ years","higher risk",33.2310797821211,0.0289142276829523
"904",35,2024-03-02,"75+ years","higher risk",36.8293495674463,0.0216856707622144
"905",30,2024-01-27,"75+ years","higher risk",34.6068888176866,0.0120475948678968
"906",25,2023-12-23,"75+ years","higher risk",30.4794617109901,0.00963807589431743
"907",33,2024-02-17,"75+ years","higher risk",35.7710349247036,0
"908",28,2024-01-13,"75+ years","higher risk",33.5485741749439,0.0072285569207382
"909",36,2024-03-09,"75+ years","higher risk",37.1468439602691,0.00722855692073803
"910",31,2024-02-03,"75+ years","higher risk",35.7710349247036,0.0265047087093731
"911",26,2023-12-30,"75+ years","higher risk",31.9611022108299,0.0337332656301112
"912",47,2024-05-25,"75+ years","higher risk",39.5809676385774,0.00481903794715863
"913",42,2024-04-20,"75+ years","higher risk",38.5226529958347,0.00481903794715863
"914",37,2024-03-16,"75+ years","higher risk",37.9934956744633,0.0192761517886349
"915",45,2024-05-11,"75+ years","higher risk",39.2634732457546,0
"916",40,2024-04-06,"75+ years","higher risk",38.2051586030119,0
"917",48,2024-06-01,"75+ years","higher risk",39.6867991028517,0.0024095189735794
"918",43,2024-04-27,"75+ years","higher risk",38.5226529958347,0
"919",38,2024-03-23,"75+ years","higher risk",38.0993271387376,0.0024095189735794
"920",46,2024-05-18,"75+ years","higher risk",39.3693047100288,0.0024095189735794
"921",41,2024-04-13,"75+ years","higher risk",38.3109900672861,0.0024095189735794
"922",49,2024-06-08,"75+ years","higher risk",39.7926305671259,0.0024095189735794
"923",44,2024-05-04,"75+ years","higher risk",39.2634732457546,0.0168666328150556
"924",39,2024-03-31,"75+ years","higher risk",38.2051586030119,0.0024095189735794
"925",1,2023-07-08,"75+ years","higher risk",0.688267798348537,0.00783507216117992
"926",50,2024-06-15,"75+ years","higher risk",39.7926305671259,0
"927",3,2023-07-22,"75+ years","higher risk",1.37653559669707,0.00783507216117992
"928",4,2023-07-29,"75+ years","higher risk",1.72066949587134,0.00783507216117992
"929",5,2023-08-05,"75+ years","higher risk",2.06480339504561,0.00783507216117992
"930",6,2023-08-12,"75+ years","higher risk",2.40893729421988,0.00783507216117992
"931",51,2024-06-22,"75+ years","higher risk",39.7926305671259,0
"932",8,2023-08-26,"75+ years","higher risk",3.09720509256842,0.00783507216117992
"933",9,2023-09-02,"75+ years","higher risk",3.44133899174269,0.00783507216117992
"934",10,2023-09-09,"75+ years","higher risk",3.78547289091695,0.00783507216117992
"935",11,2023-09-16,"75+ years","higher risk",4.12960679009122,0.00783507216117992
"936",52,2024-06-30,"75+ years","higher risk",39.7926305671259,0
