"","week","weeks_since","age_group","adj_inc","healthy_inc","immunocompromised_inc","higher_risk_inc"
"178",2024-09-21,64,"0-17 years",0.6656,0.357582240750391,3.6192,2.7940224
"179",2024-09-14,63,"0-17 years",0.7488,0.40228002084419,4.0716,3.1432752
"180",2024-09-07,62,"0-17 years",0.6656,0.357582240750391,3.6192,2.7940224
"181",2024-04-27,43,"18-29 years",0.1868,0.0872110210526316,0.902387692307692,0.388707079365079
"182",2024-04-20,42,"18-29 years",0.1401,0.0654082657894737,0.676790769230769,0.29153030952381
"183",2024-04-13,41,"18-29 years",0.1868,0.0872110210526316,0.902387692307692,0.388707079365079
"184",2024-04-06,40,"18-29 years",0.1868,0.0872110210526316,0.902387692307692,0.388707079365079
"185",2023-08-26,8,"18-29 years",0.7202,0.435424075438596,3.47912,1.19951405820106
"186",2023-08-19,7,"18-29 years",0.554,0.334941596491228,2.67624615384615,0.922703121693122
"187",2023-08-12,6,"18-29 years",0.6094,0.368435756140351,2.94387076923077,1.01497343386243
"188",2023-08-05,5,"18-29 years",0.4432,0.267953277192982,2.14099692307692,0.738162497354497
"189",2024-08-31,61,"18-29 years",0.8386,0.370727405263158,4.05108307692308,1.80771544444444
"190",2024-08-24,60,"18-29 years",0.8985,0.397207934210526,4.34044615384615,1.93683797619048
"191",2024-08-17,59,"18-29 years",0.8386,0.370727405263158,4.05108307692308,1.80771544444444
"192",2024-08-10,58,"18-29 years",1.0183,0.450168992105263,4.91917230769231,2.19508303968254
"193",2024-08-03,57,"18-29 years",0.8985,0.397207934210526,4.34044615384615,1.93683797619048
"194",2023-12-30,26,"18-29 years",1.5752,0.713717592982456,7.60942769230769,3.34321614814815
"195",2023-12-23,25,"18-29 years",1.2888,0.583950757894737,6.22589538461538,2.73535866666667
"196",2023-12-16,24,"18-29 years",1.2888,0.583950757894737,6.22589538461538,2.73535866666667
"197",2023-12-09,23,"18-29 years",1.2888,0.583950757894737,6.22589538461538,2.73535866666667
"198",2023-12-02,22,"18-29 years",1.2172,0.551509049122807,5.88001230769231,2.5833942962963
"199",2024-12-28,78,"18-29 years",0.52533,0.231369156473684,2.537748,1.13503800428571
"200",2024-12-21,77,"18-29 years",0.40859,0.179953788368421,1.973804,0.882807336666667
"201",2024-12-14,76,"18-29 years",0.35022,0.15424610431579,1.691832,0.756692002857143
"202",2024-12-07,75,"18-29 years",0.35022,0.15424610431579,1.691832,0.756692002857143
"203",2024-02-24,34,"18-29 years",0.56,0.339340350877193,2.70523076923077,0.93037037037037
"204",2024-02-17,33,"18-29 years",0.48,0.290863157894737,2.31876923076923,0.797460317460317
"205",2024-02-10,32,"18-29 years",0.64,0.387817543859649,3.09169230769231,1.06328042328042
"206",2024-02-03,31,"18-29 years",0.68,0.412056140350877,3.28492307692308,1.12973544973545
"207",2025-02-22,86,"18-29 years",0.46696,0.205661472421053,2.255776,1.00892267047619
"208",2025-02-15,85,"18-29 years",0.40859,0.179953788368421,1.973804,0.882807336666667
