"","weeks","immuno","prior_inf","prior_vacc","severe_ve","nonsevere_ve"
"143",26,1,1,0,0.752359387417075,0.464258315071483
"144",26,1,1,1,0.86708146213507,0.50743071801955
"145",27,0,0,1,0.683027133089936,0.373261490900755
"146",27,0,1,0,0.900708207383663,0.6057821591246
"147",27,0,1,1,0.966397366636093,0.651254002556949
"148",27,1,0,1,0.533027133089936,0.223261490900755
"149",27,1,1,0,0.750708207383663,0.4557821591246
"150",27,1,1,1,0.864696561112503,0.501254002556949
"151",28,0,0,1,0.675218496542654,0.366631727699694
"152",28,0,1,0,0.899090671310564,0.597438129079344
"153",28,0,1,1,0.965938098809255,0.645196601081461
"154",28,1,0,1,0.525218496542655,0.216631727699694
"155",28,1,1,0,0.749090671310565,0.447438129079344
"156",28,1,1,1,0.862322448636643,0.495196601081461
"157",29,0,0,1,0.667501598892621,0.360168162332494
"158",29,0,1,0,0.897504927591266,0.589219552816076
"159",29,0,1,1,0.965488999440119,0.639252066849545
"160",29,1,0,1,0.517501598892621,0.210168162332494
"161",29,1,1,0,0.747504927591266,0.439219552816076
"162",29,1,1,1,0.859958504618485,0.489252066849545
"163",3,0,0,1,0.927144464803622,0.66811685181598
"164",3,0,1,0,0.962596795418806,0.888785563421573
"165",3,0,1,1,0.98520276816136,0.876780860309552
"166",3,1,0,1,0.777144464803622,0.51811685181598
"167",3,1,1,0,0.812596795418806,0.738785563421573
"168",3,1,1,1,0.929458234214294,0.726780860309552
"169",30,0,0,1,0.659872252450491,0.353861106372492
"170",30,0,1,0,0.895949286330639,0.581120312185666
"171",30,0,1,1,0.965049504033089,0.633414510005217
"172",30,1,0,1,0.509872252450491,0.203861106372492
"173",30,1,1,0,0.745949286330639,0.431120312185666
"174",30,1,1,1,0.857604164562433,0.483414510005217
"175",31,0,0,1,0.65232659327292,0.347701736939199
"176",31,0,1,0,0.894422200342339,0.573134780182929
"177",31,0,1,1,0.964619097030629,0.627678532645368
"178",31,1,0,1,0.50232659327292,0.197701736939199
"179",31,1,1,0,0.744422200342339,0.423134780182929
"180",31,1,1,1,0.855258912910951,0.477678532645368
"181",32,0,0,1,0.644861046539303,0.341681994211451
"182",32,0,1,0,0.892922248916,0.5652577670323
"183",32,0,1,1,0.96419730614198,0.622039173293823
"184",32,1,0,1,0.494861046539303,0.191681994211451
"185",32,1,1,0,0.742922248916,0.4152577670323
"186",32,1,1,1,0.85292227737328,0.472039173293823
"187",33,0,0,1,0.63747229659385,0.335794493871237
"188",33,0,1,0,0.891448123877111,0.557484473683686
"189",33,0,1,1,0.963783697484447,0.616491859171116
"190",33,1,0,1,0.48747229659385,0.185794493871237
"191",33,1,1,0,0.741448123877111,0.407484473683686
"192",33,1,1,1,0.850593824066725,0.466491859171116
"193",34,0,0,1,0.630157260902488,0.330032451920143
"194",34,0,1,0,0.889998617556501,0.549810451507297
"195",34,0,1,1,0.963377871399914,0.611032364963741
"196",34,1,0,1,0.480157260902488,0.180032451920143
"197",34,1,1,0,0.739998617556501,0.399810451507297
"198",34,1,1,1,0.848273153333171,0.461032364963741
"199",35,0,0,1,0.622913067313223,0.324389619810428
"200",35,0,1,0,0.888572612359702,0.542231567203873
"201",35,0,1,1,0.962979458835779,0.605656777043752
"202",35,1,0,1,0.472913067313223,0.174389619810428
"203",35,1,1,0,0.738572612359703,0.392231567203873
"204",35,1,1,1,0.845959896120015,0.455656777043752
"205",36,0,0,1,0.615737034118826,0.318860228223625
"206",36,0,1,0,0.887169071684079,0.534743972126332
"207",36,0,1,1,0.962588118200321,0.60036146228395
"208",36,1,0,1,0.465737034118825,0.168860228223625
"209",36,1,1,0,0.737169071684078,0.384743972126332
"210",36,1,1,1,0.843653710835534,0.45036146228395
"211",37,0,0,1,0.608626652508457,0.313438938137549
"212",37,0,1,0,0.885787031977161,0.527344075351602
"213",37,0,1,1,0.962203532618932,0.595143040767794
"214",37,1,0,1,0.458626652508457,0.163438938137549
"215",37,1,1,0,0.735787031977162,0.377344075351602
"216",37,1,1,1,0.841354280605123,0.445143040767794
"217",38,0,0,1,0.601579571065342,0.308120798066834
"218",38,0,1,0,0.884425595766034,0.52002851995566
"219",38,0,1,1,0.961825407530744,0.589998361816088
"220",38,1,0,1,0.451579571065342,0.158120798066834
"221",38,1,1,0,0.734425595766034,0.37002851995566
"222",38,1,1,1,0.839061310867913,0.439998361816088
"223",39,0,0,1,0.594593582024524,0.302901206557389
"224",39,0,1,0,0.883083925516722,0.512794162036787
"225",39,0,1,1,0.961453468575614,0.584924482851069
"226",39,1,0,1,0.444593582024524,0.152901206557389
"227",39,1,1,0,0.733083925516722,0.362794162036787
"228",39,1,1,1,0.836774527263761,0.434924482851069
"229",4,0,0,1,0.911677979543392,0.639309203872948
"230",4,0,1,0,0.957496604868507,0.868744684690612
"231",4,0,1,1,0.983525330216998,0.858799478228961
"232",4,1,0,1,0.761677979543391,0.489309203872948
"233",4,1,1,0,0.807496604868507,0.718744684690612
"234",4,1,1,1,0.92586595162091,0.708799478228961
"235",40,0,0,1,0.587666609050985,0.297775879171983
"236",40,0,1,0,0.881761238206143,0.505638052106686
"237",40,0,1,1,0.961087459729906,0.57991865069832
"238",40,1,0,1,0.437666609050985,0.147775879171983
"239",40,1,1,0,0.731761238206143,0.355638052106686
"240",40,1,1,1,0.834493673769031,0.42991865069832
"241",41,0,0,1,0.580796696336224,0.292740819331139
"242",41,0,1,0,0.880456800508266,0.498557418529871
"243",41,0,1,1,0.960727141656307,0.574978284991708
"244",41,1,0,1,0.430796696336224,0.142740819331139
"245",41,1,1,0,0.730456800508265,0.348557418529871
"246",41,1,1,1,0.832218511046412,0.424978284991708
"247",42,0,0,1,0.573981998842467,0.287792292476721
"248",42,0,1,0,0.879169924511773,0.49154965274162
"249",42,0,1,1,0.960372290238536,0.570100963399528
"250",42,1,0,1,0.423981998842467,0.137792292476721
"251",42,1,1,0,0.729169924511772,0.34154965274162
"252",42,1,1,1,0.829948814979618,0.420100963399528
"253",43,0,0,1,0.567220773549337,0.282926803110026
"254",43,0,1,0,0.877899963899355,0.484612296015818
"255",43,0,1,1,0.960022695276321,0.565284408433614
"256",43,1,0,1,0.417220773549337,0.132926803110026
"257",43,1,1,0,0.727899963899355,0.334612296015818
"258",43,1,1,1,0.827684375368381,0.415284408433614
"259",44,0,0,1,0.560511371579121,0.278141074325599
"260",44,0,1,0,0.876646310529344,0.477743027588071
"261",44,0,1,1,0.959678159319839,0.560526475639097
"262",44,1,0,1,0.410511371579121,0.128141074325599
"263",44,1,1,0,0.726646310529344,0.327743027588071
"264",44,1,1,1,0.825424994762877,0.410526475639097
"265",45,0,0,1,0.553852231094539,0.273432029519341
"266",45,0,1,0,0.875408391369181,0.47093965396773
"267",45,0,1,1,0.959338496625893,0.555825142992352
"268",45,1,0,1,0.403852231094539,0.123432029519341
"269",45,1,1,0,0.725408391369181,0.32093965396773
"270",45,1,1,1,0.823170487419909,0.405825142992352
"271",46,0,0,1,0.547241870877784,0.268796775997029
"272",46,0,1,0,0.874185665737534,0.464200099296139
"273",46,0,1,1,0.959003532220697,0.551178501359575
"274",46,1,0,1,0.397241870877785,0.118796775997029
"275",46,1,1,0,0.724185665737535,0.314200099296139
"276",46,1,1,1,0.820920678365691,0.401178501359575
"277",47,0,0,1,0.540678884512149,0.264232590249046
"278",47,0,1,0,0.872977622817992,0.457522396628245
"279",47,0,1,1,0.958673101056326,0.546584745889213
"280",47,1,0,1,0.390678884512149,0.114232590249046
"281",47,1,1,0,0.722977622817992,0.307522396628245
"282",47,1,1,1,0.818675402552298,0.396584745889213
"283",48,0,0,1,0.534161935098085,0.259736904690336
"284",48,0,1,0,0.871783779412419,0.450904680031463
"285",48,0,1,1,0.95834704724968,0.542042168229032
"286",48,1,0,1,0.384161935098084,0.109736904690336
"287",48,1,1,0,0.721783779412419,0.300904680031463
"288",48,1,1,1,0.81643450409663,0.392042168229032
"289",49,0,0,1,0.527689750444537,0.255307295692467
"290",49,0,1,0,0.870603677906366,0.444345177409794
"291",49,0,1,1,0.958025223394342,0.53754914947335
"292",49,1,0,1,0.377689750444537,0.105307295692467
"293",49,1,1,0,0.720603677906366,0.294345177409794
"294",49,1,1,1,0.814197835592271,0.38754914947335
"295",5,0,0,1,0.897453889990212,0.615253152771228
"296",5,0,1,0,0.95306635821628,0.850744582819214
"297",5,0,1,1,0.982094329161102,0.84306387986131
"298",5,1,0,1,0.747453889990212,0.465253152771228
"299",5,1,1,0,0.80306635821628,0.700744582819214
"300",5,1,1,1,0.922520105915993,0.69306387986131
"301",50,0,0,1,0.521261118683988,0.250941472758272
"302",50,0,1,0,0.869436884422637,0.437842203973245
"303",50,0,1,1,0.957707489937031,0.533104153758494
"304",50,1,0,1,0.371261118683988,0.100941472758272
"305",50,1,1,0,0.719436884422637,0.287842203973245
"306",50,1,1,1,0.811965257485938,0.383104153758494
"307",51,0,0,1,0.514874884266179,0.246637268709433
"308",51,0,1,0,0.86828298714221,0.431394156282815
"309",51,0,1,1,0.957393714611398,0.52870572243519
"310",51,1,0,1,0.364874884266179,0.096637268709433
"311",51,1,1,0,0.718282987142209,0.281394156282815
"312",51,1,1,1,0.809736637511284,0.37870572243519
"313",52,0,0,1,0.508529944291035,0.242392630774349
"314",52,0,1,0,0.867141594774359,0.424999506810064
"315",52,0,1,1,0.957083771922896,0.524352468755659
"316",52,1,0,1,0.358529944291035,0.092392630774349
"317",52,1,1,0,0.717141594774358,0.274999506810064
"318",52,1,1,1,0.807511850173759,0.374352468755659
"319",53,0,0,1,0.502225245146124,0.238205612478065
"320",53,0,1,0,0.866012335160143,0.418656798957791
"321",53,0,1,1,0.956777542679211,0.520043073020994
"322",53,1,0,1,0.352225245146124,0.088205612478065
"323",53,1,1,0,0.716012335160142,0.268656798957791
"324",53,1,1,1,0.805290776281052,0.370043073020994
"325",54,0,0,1,0.495959779418094,0.23407436624838
"326",54,0,1,0,0.864894853995329,0.412364642494802
"327",54,0,1,1,0.956474913561469,0.515776278141019
"328",54,1,0,1,0.345959779418094,0.08407436624838
"329",54,1,1,0,0.714894853995329,0.262364642494802
"330",54,1,1,1,0.803073302514288,0.365776278141019
"331",55,0,0,1,0.489732583051137,0.229997136662883
"332",55,0,1,0,0.863788813660529,0.406121709363331
"333",55,0,1,1,0.956175776731963,0.51155088556463
"334",55,1,0,1,0.339732583051137,0.079997136662883
"335",55,1,1,0,0.713788813660529,0.256121709363331
"336",55,1,1,1,0.80085932103576,0.36155088556463
"337",56,0,0,1,0.483542732728568,0.22597225427078
"338",56,0,1,0,0.862693892147774,0.399926729822484
"339",56,0,1,1,0.955880029474705,0.507365751543553
"340",56,1,0,1,0.333542732728568,0.07597225427078
"341",56,1,1,0,0.712693892147775,0.249926729822484
"342",56,1,1,1,0.79864872912948,0.357365751543553
"343",57,0,0,1,0.477389343456371,0.221998129931244
"344",57,0,1,0,0.861609782074003,0.39377848889528
"345",57,0,1,1,0.955587573865522,0.503219783696752
"346",57,1,0,1,0.327389343456371,0.071998129931244
"347",57,1,1,0,0.711609782074003,0.24377848889528
"348",57,1,1,1,0.796441428871276,0.353219783696752
"349",58,0,0,1,0.471271566329853,0.218073249616858
"350",58,0,1,0,0.860536189773021,0.387675823090499
"351",58,0,1,1,0.955298316468779,0.499111937846475
"352",58,1,0,1,0.321271566329853,0.0680732496168575
"353",58,1,1,0,0.71053618977302,0.237675823090499
"354",58,1,1,1,0.794237326825511,0.349111937846475
"355",59,0,0,1,0.465188586466621,0.214196169636618
"356",59,0,1,0,0.859472834458469,0.381617617373713
"357",59,0,1,1,0.95501216805818,0.495041215100157
"358",59,1,0,1,0.315188586466622,0.064196169636618
"359",59,1,1,0,0.709472834458468,0.231617617373713
"360",59,1,1,1,0.79203633376589,0.345041215100157
"361",6,0,0,1,0.884147433851446,0.594411693371668
"362",6,0,1,0,0.9491059101379,0.834219742431294
"363",6,0,1,1,0.980833323750169,0.82891379151982
"364",6,1,0,1,0.734147433851446,0.444411693371668
"365",6,1,1,0,0.7991059101379,0.684219742431294
"366",6,1,1,1,0.919344255856038,0.67891379151982
"367",60,0,0,1,0.4591396210909,0.210365512238131
"368",60,0,1,0,0.858419447451126,0.37560280236469
"369",60,0,1,1,0.954729043359342,0.491006659155253
"370",60,1,0,1,0.3091396210909,0.060365512238131
"371",60,1,1,0,0.708419447451125,0.22560280236469
"372",60,1,1,1,0.78983836441803,0.341006659155253
"373",61,0,0,1,0.453123917755767,0.206579961553112
"374",61,0,1,0,0.857375771464622,0.369630351740747
"375",61,0,1,1,0.954448860812132,0.487007353806548
"376",61,1,0,1,0.303123917755767,0.056579961553112
"377",61,1,1,0,0.707375771464622,0.219630351740747
"378",61,1,1,1,0.787643337221797,0.337007353806548
"379",62,0,0,1,0.447140752691297,0.202838259854221
"380",62,0,1,0,0.856341559944267,0.363699279827819
"381",62,0,1,1,0.954171542350926,0.483042420637681
"382",62,1,0,1,0.297140752691297,0.052838259854221
"383",62,1,1,0,0.706341559944268,0.213699279827819
"384",62,1,1,1,0.78545117411157,0.333042420637681
"385",63,0,0,1,0.441189429267804,0.199139204094738
"386",63,0,1,0,0.855316576454251,0.357808639362864
"387",63,0,1,1,0.953897013201204,0.479111016880516
"388",63,1,0,1,0.291189429267804,0.049139204094738
"389",63,1,1,0,0.705316576454251,0.207808639362864
"390",63,1,1,1,0.783261800312827,0.329111016880516
"391",64,0,0,1,0.435269276564462,0.19548164270555
"392",64,0,1,0,0.854300594108969,0.351957519412906
"393",64,0,1,1,0.953625201690995,0.475212333427716
"394",64,1,0,1,0.285269276564462,0.04548164270555
"395",64,1,1,0,0.70430059410897,0.201957519412906
"396",64,1,1,1,0.781075144153597,0.325212333427716
"397",65,0,0,1,0.429379648034567,0.191864472626637
"398",65,0,1,0,0.853293395044663,0.346145043437469
"399",65,0,1,1,0.953356039075904,0.471345592985312
"400",65,1,0,1,0.279379648034567,0.041864472626637
"401",65,1,1,0,0.703293395044663,0.196145043437469
"402",65,1,1,1,0.778891136889483,0.321345592985312
"403",66,0,0,1,0.423519920259505,0.18828663655255
"404",66,0,1,0,0.852294769927934,0.340370367482486
"405",66,0,1,1,0.95308945937652,0.467510048353444
"406",66,1,0,1,0.273519920259505,0.03828663655255
"407",66,1,1,0,0.702294769927934,0.190370367482486
"408",66,1,1,1,0.776709712541077,0.317510048353444
"409",67,0,0,1,0.417689491784309,0.184747120373463
"410",67,0,1,0,0.851304517498056,0.334632678494906
"411",67,0,1,1,0.952825399227186,0.463704980824549
"412",67,1,0,1,0.267689491784309,0.034747120373463
"413",67,1,1,0,0.701304517498055,0.184632678494906
"414",67,1,1,1,0.774530807742722,0.313704980824549
"415",68,0,0,1,0.411887782028301,0.18124495079522
"416",68,0,1,0,0.850322444140269,0.328931192748254
"417",68,0,1,1,0.952563797735154,0.459929698689374
"418",68,1,0,1,0.261887782028301,0.03124495079522
"419",68,1,1,0,0.700322444140268,0.178931192748254
"420",68,1,1,1,0.772354361601667,0.309929698689374
"421",69,0,0,1,0.406114230264955,0.177779193123415
"422",69,0,1,0,0.849348363487564,0.323265154370324
"423",69,0,1,1,0.952304596349282,0.45618353584206
"424",69,1,0,1,0.256114230264955,0.027779193123415
"425",69,1,1,0,0.699348363487563,0.173265154370324
"426",69,1,1,1,0.770180315566773,0.30618353584206
"427",7,0,0,1,0.87155858606775,0.575912125482448
"428",7,0,1,0,0.945497774309508,0.818828721221254
"429",7,0,1,1,0.979698121372586,0.815959199977067
"430",7,1,0,1,0.72155858606775,0.425912125482448
"431",7,1,1,0,0.795497774309508,0.668828721221254
"432",7,1,1,1,0.916294208829433,0.665959199977067
"433",70,0,0,1,0.400368294665658,0.174348949197999
"434",70,0,1,0,0.848382096048647,0.317633833964991
"435",70,0,1,1,0.952047738737505,0.452465850476401
"436",70,1,0,1,0.250368294665658,0.024348949197999
"437",70,1,1,0,0.698382096048646,0.167633833964991
"438",70,1,1,1,0.768008613305974,0.302465850476401
"439",71,0,0,1,0.394649451402489,0.170953355466193
"440",71,0,1,0,0.847423468860028,0.312036527320885
"441",71,0,1,1,0.951793170672355,0.448776023866113
"442",71,1,0,1,0.244649451402489,0.020953355466193
"443",71,1,1,0,0.697423468860028,0.162036527320885
"444",71,1,1,1,0.765839200591804,0.298776023866113
"445",72,0,0,1,0.388957193805617,0.167591581182638
"446",72,0,1,0,0.846472315160347,0.306472554200293
"447",72,0,1,1,0.951540839923928,0.445113459222576
"448",72,1,0,1,0.238957193805617,0.017591581182638
"449",72,1,1,0,0.696472315160346,0.156472554200293
"450",72,1,1,1,0.763672025194353,0.295113459222576
"451",73,0,0,1,0.383291031571269,0.164262826726738
"452",73,0,1,0,0.845528474085234,0.300941257202276
"453",73,0,1,1,0.951290696159678,0.441477580624149
"454",73,1,0,1,0.233291031571269,0.014262826726738
"455",73,1,1,0,0.695528474085235,0.150941257202276
"456",73,1,1,1,0.761507036781082,0.291477580624149
"457",74,0,0,1,0.377650490016586,0.160966322028071
"458",74,0,1,0,0.844591790381136,0.295442000694486
"459",74,0,1,1,0.951042690850559,0.437867832011631
"460",74,1,0,1,0.227650490016586,0.010966322028071
"461",74,1,1,0,0.694591790381136,0.145442000694486
"462",74,1,1,1,0.759344186822941,0.287867832011631
"463",75,0,0,1,0.372035109377999,0.157701325091563
"464",75,0,1,0,0.843662114136702,0.289974169808682
"465",75,0,1,1,0.950796777182993,0.434283676244969
"466",75,1,0,1,0.222035109377999,0.00770132509156302
"467",75,1,1,0,0.693662114136703,0.139974169808682
"468",75,1,1,1,0.757183428506353,0.284283676244969
"469",76,0,0,1,0.366444444150036,0.154467120614875
"470",76,0,1,0,0.842739300530428,0.284537169495326
"471",76,0,1,1,0.950552909976252,0.430724594216704
"472",76,1,0,1,0.216444444150035,0.004467120614875
"473",76,1,1,0,0.692739300530427,0.134537169495326
"474",76,1,1,1,0.755024716650591,0.280724594216704
"475",77,0,0,1,0.360878062461723,0.151263018691092
"476",77,0,1,0,0.841823209593364,0.279130423633079
"477",77,0,1,1,0.95031104560486,0.427190084018034
"478",77,1,0,1,0.210878062461723,0.00126301869109199
"479",77,1,1,0,0.691823209593364,0.129130423633079
"480",77,1,1,1,0.752868007630176,0.277190084018034
"481",78,0,0,1,0.355335545488006,0.148088353590423
"482",78,0,1,0,0.840913705985832,0.273753374189316
"483",78,0,1,1,0.950071141925619,0.423679660153755
"484",78,1,0,1,0.205335545488007,0
"485",78,1,1,0,0.690913705985833,0.123753374189316
"486",78,1,1,1,0.750713259301914,0.273679660153755
"487",79,0,0,1,0.349816486893768,0.144942482615155
"488",79,0,1,0,0.840010658787121,0.26840548042814
"489",79,0,1,1,0.949833158208967,0.420192852802595
"490",79,1,0,1,0.199816486893768,0
"491",79,1,1,0,0.690010658787122,0.11840548042814
"492",79,1,1,1,0.74856043093624,0.270192852802595
"493",8,0,0,1,0.859553118514022,0.559206395328994
"494",8,0,1,0,0.942166142300166,0.804346084477013
"495",8,0,1,1,0.978660558576293,0.803947163030688
"496",8,1,0,1,0.709553118514022,0.409206395328994
"497",8,1,1,0,0.792166142300166,0.654346084477013
"498",8,1,1,1,0.913341801384118,0.653947163030688
"499",80,0,0,1,0.344320492308272,0.141824785022578
"500",80,0,1,0,0.839113941297277,0.263086218162629
"501",80,0,1,1,0.949597055074324,0.416729207119807
"502",80,1,0,1,0.194320492308272,0
"503",80,1,1,0,0.689113941297278,0.113086218162629
"504",80,1,1,1,0.746409483152575,0.266729207119807
"505",81,0,0,1,0.338847178828007,0.138734661011071
"506",81,0,1,0,0.83822343085014,0.257795079048334
"507",81,0,1,1,0.94936279442918,0.413288282579093
"508",81,1,0,1,0.188847178828007,0
"509",81,1,1,0,0.68822343085014,0.107795079048334
"510",81,1,1,1,0.744260377858408,0.263288282579093
"511",82,0,0,1,0.333396174546054,0.135671530764884
"512",82,0,1,0,0.837339008636864,0.252531569915266
"513",82,0,1,1,0.94913033941163,0.409869652351179
"514",82,1,0,1,0.183396174546054,0
"515",82,1,1,0,0.687339008636864,0.102531569915267
"516",82,1,1,1,0.742113078191837,0.259869652351179
