"","weeks","immuno","severe_inf_ve","severe_vacc_ve","severe_hybrid_ve","nonsevere_inf_ve","nonsevere_vacc_ve","nonsevere_hybrid_ve"
"187",9,0,0.864250481951023,0.782747333566929,0.875240998078635,0.671295805984386,0.343699739812796,0.622047428147521
"188",9,1,0.714250481951023,0.632747333566929,0.808007396237438,0.521295805984386,0.193699739812796,0.472047428147521
"189",90,0,0.622362992919337,0.0331272093929248,0.70532400647381,0,0,0
"190",90,1,0.472362992919337,0,0.482987988061842,0,0,0
"191",91,0,0.620504295363696,0.029662205836205,0.704106074673207,0,0,0
"192",91,1,0.470504295363696,0,0.479855211612217,0,0,0
"193",92,0,0.618656913087073,0.0262097763440365,0.702896502306319,0,0,0
"194",92,1,0.468656913087073,0,0.476730794596307,0,0,0
"195",93,0,0.616820655324141,0.022769739346499,0.70169514205968,0,0,0
"196",93,1,0.466820655324141,0,0.473614589700647,0,0,0
"197",94,0,0.614995336536501,0.0193419178164513,0.700501850766826,0,0,0
"198",94,1,0.464995336536501,0,0.470506453758771,0,0,0
"199",95,0,0.613180776215532,0.0159261391088303,0.699316489248823,0,0,0
"200",95,1,0.463180776215532,0,0.467406247591746,0,0,0
"201",96,0,0.611376798694681,0.0125222348072691,0.698138922162524,0,0,0
"202",96,1,0.461376798694681,0,0.464313835856425,0,0,0
"203",97,0,0.609583232970623,0.009130040577619,0.696969017856126,0,0,0
"204",97,1,0.459583232970623,0,0.461229086901005,0,0,0
"205",98,0,0.607799912532805,0.00574939602800265,0.69580664823159,0,0,0
"206",98,1,0.457799912532805,0,0.458151872627447,0,0,0
"207",99,0,0.606026675200887,0.00238014457504243,0.694651688613537,0,0,0
"208",99,1,0.456026675200887,0,0.455082068360372,0,0,0
