"","week","age_group","perc_doses"
"538",2023-01-01,"50-64 years",0.000349193117286349
"539",2023-01-01,"65-74 years",0.000375120526939203
"540",2023-01-01,"75+ years",0.000338744518137718
"541",2023-01-08,"0-17 years",0.00140074961158795
"542",2023-01-08,"18-29 years",0.000426110500747441
"543",2023-01-08,"50-64 years",0.00033716231438317
"544",2023-01-08,"65-74 years",0.000368273603826385
"545",2023-01-08,"75+ years",0.000358321529289099
"546",2023-01-15,"0-17 years",0.00113087691789426
"547",2023-01-15,"18-29 years",0.00030489861644961
"548",2023-01-15,"50-64 years",0.000227816932856614
"549",2023-01-15,"65-74 years",0.000237662866721689
"550",2023-01-15,"75+ years",0.000237365277016383
"551",2023-01-22,"0-17 years",0.00109212733745868
"552",2023-01-22,"18-29 years",0.000277474566157972
"553",2023-01-22,"50-64 years",0.000193336127028188
"554",2023-01-22,"65-74 years",0.00018979930467711
"555",2023-01-22,"75+ years",0.000186819253114528
"556",2023-01-29,"0-17 years",0.000990233120530055
"557",2023-01-29,"18-29 years",0.000260306828576433
"558",2023-01-29,"50-64 years",0.000167962751434879
"559",2023-01-29,"65-74 years",0.000156667984780491
"560",2023-01-29,"75+ years",0.000152403920552564
"561",2023-02-05,"0-17 years",0.000976871196241924
"562",2023-02-05,"18-29 years",0.000241668146342954
"563",2023-02-05,"50-64 years",0.000153833116872579
"564",2023-02-05,"65-74 years",0.000145732377723526
"565",2023-02-05,"75+ years",0.000138379313541916
"566",2023-02-12,"0-17 years",0.000850658277108901
"567",2023-02-12,"18-29 years",0.000204441156692842
"568",2023-02-12,"50-64 years",0.000125517629042823
"569",2023-02-12,"65-74 years",0.000116851991133916
"570",2023-02-12,"75+ years",0.000118036453543537
"571",2023-02-19,"0-17 years",0.000783657771035563
"572",2023-02-19,"18-29 years",0.000190920555851043
"573",2023-02-19,"50-64 years",0.000113561784413184
"574",2023-02-19,"65-74 years",0.000105007787644919
"575",2023-02-19,"75+ years",0.000101810031097771
"576",2023-02-26,"0-17 years",0.000806143980766159
"577",2023-02-26,"18-29 years",0.000208360317443558
"578",2023-02-26,"50-64 years",0.000117665749889502
"579",2023-02-26,"65-74 years",0.000103936941850023
"580",2023-02-26,"75+ years",9.39122148631062e-05
"581",2023-03-05,"0-17 years",0.000761706038276492
"582",2023-03-05,"18-29 years",0.000197277857737165
"583",2023-03-05,"50-64 years",0.00010790243476091
"584",2023-03-05,"65-74 years",9.53701754908579e-05
"585",2023-03-05,"75+ years",8.46741631461951e-05
"586",2023-03-12,"0-17 years",0.000698523224856905
"587",2023-03-12,"18-29 years",0.000178125352371844
"588",2023-03-12,"50-64 years",9.54781009216457e-05
"589",2023-03-12,"65-74 years",8.51809155030629e-05
"590",2023-03-12,"75+ years",7.71114057820918e-05
"591",2023-03-19,"0-17 years",0.000681916261813086
"592",2023-03-19,"18-29 years",0.000181832938891801
"593",2023-03-19,"50-64 years",9.40913728611547e-05
"594",2023-03-19,"65-74 years",8.21955272263841e-05
"595",2023-03-19,"75+ years",7.58669014057204e-05
"596",2023-03-26,"0-17 years",0.000631828134195867
"597",2023-03-26,"18-29 years",0.000176352158818821
"598",2023-03-26,"50-64 years",8.79635339992551e-05
"599",2023-03-26,"65-74 years",7.49592056426954e-05
"600",2023-03-26,"75+ years",6.95486484179884e-05
"601",2023-04-02,"0-17 years",0.000557306773594639
"602",2023-04-02,"18-29 years",0.000155204810706349
"603",2023-04-02,"50-64 years",7.79378649132727e-05
"604",2023-04-02,"65-74 years",6.71063364801273e-05
"605",2023-04-02,"75+ years",5.60026969367147e-05
"606",2023-04-09,"0-17 years",0.000561315350881078
"607",2023-04-09,"18-29 years",0.000152696144827357
"608",2023-04-09,"50-64 years",7.26533066286988e-05
"609",2023-04-09,"65-74 years",6.09084108187616e-05
"610",2023-04-09,"75+ years",5.69121424425246e-05
"611",2023-04-16,"0-17 years",0.000402346628778867
"612",2023-04-16,"18-29 years",0.000114491883730409
"613",2023-04-16,"50-64 years",6.32085641626518e-05
"614",2023-04-16,"65-74 years",0.000101113802936207
"615",2023-04-16,"75+ years",9.1518937216238e-05
"616",2023-04-23,"0-17 years",0.000327634383544951
"617",2023-04-23,"18-29 years",0.000100759708657851
"618",2023-04-23,"50-64 years",6.37707512142022e-05
"619",2023-04-23,"65-74 years",0.000185645720987818
"620",2023-04-23,"75+ years",0.000186723522008653
"621",2023-04-30,"0-17 years",0.000290946357142399
"622",2023-04-30,"18-29 years",9.02918217169946e-05
"623",2023-04-30,"50-64 years",5.95543483275741e-05
"624",2023-04-30,"65-74 years",0.000201870657274116
"625",2023-04-30,"75+ years",0.000199216431325305
"626",2023-05-07,"0-17 years",4.48960656081172e-05
"627",2023-05-07,"18-29 years",1.38228497428829e-05
"628",2023-05-07,"50-64 years",9.59465901312711e-06
"629",2023-05-07,"65-74 years",3.86153483613885e-05
"630",2023-05-07,"75+ years",3.69522068676442e-05
"631",2020-12-13,"30-49 years",6.0762104081142e-05
"632",2020-12-20,"30-49 years",6.34924191542624e-05
"633",2020-12-27,"30-49 years",0.000163828979350597
"634",2021-01-03,"30-49 years",0.0068441039662068
"635",2021-01-10,"30-49 years",0.0077672527098226
"636",2021-01-17,"30-49 years",0.0085914048633702
"637",2021-01-24,"30-49 years",0.0140208126981292
"638",2021-01-31,"30-49 years",0.0167574749981724
"639",2021-02-07,"30-49 years",0.0167027477971496
"640",2021-02-14,"30-49 years",0.0122767257142806
"641",2021-02-21,"30-49 years",0.0143500020512625
"642",2021-02-28,"30-49 years",0.0134301981954854
"643",2021-03-07,"30-49 years",0.0173950690550079
"644",2021-03-14,"30-49 years",0.0166771876150813
"645",2021-03-21,"30-49 years",0.0236823499457121
"646",2021-03-28,"30-49 years",0.0359407694515504
"647",2021-04-04,"30-49 years",0.0543172406883763
"648",2021-04-11,"30-49 years",0.0490988831862805
"649",2021-04-18,"30-49 years",0.0549588848804864
"650",2021-04-25,"30-49 years",0.0605066533849096
"651",2021-05-02,"30-49 years",0.0626819488009706
"652",2021-05-09,"30-49 years",0.0521645635650798
"653",2021-05-16,"30-49 years",0.0438933813374441
"654",2021-05-23,"30-49 years",0.0299031763780313
"655",2021-05-30,"30-49 years",0.0217057126573699
"656",2021-06-06,"30-49 years",0.0221249621080628
"657",2021-06-13,"30-49 years",0.0190635333638054
"658",2021-06-20,"30-49 years",0.0134297851219873
"659",2021-06-27,"30-49 years",0.0106916317273654
"660",2021-07-04,"30-49 years",0.00946321159365529
"661",2021-07-11,"30-49 years",0.00918054842136205
"662",2021-07-18,"30-49 years",0.0087077807652507
"663",2021-07-25,"30-49 years",0.00839257546127414
"664",2021-08-01,"30-49 years",0.00862607281232447
"665",2021-08-08,"30-49 years",0.010194210635889
"666",2021-08-15,"30-49 years",0.012806215414162
"667",2021-08-22,"30-49 years",0.0148038287762393
"668",2021-08-29,"30-49 years",0.0146128679205348
"669",2021-09-05,"30-49 years",0.0134736918123513
"670",2021-09-12,"30-49 years",0.0149289497463245
"671",2021-09-19,"30-49 years",0.0132343409075833
"672",2021-09-26,"30-49 years",0.0114646433668496
"673",2021-10-03,"30-49 years",0.0100465217478562
"674",2021-10-10,"30-49 years",0.00891722917873815
"675",2021-10-17,"30-49 years",0.00761653125781565
"676",2021-10-24,"30-49 years",0.00698721882086981
"677",2021-10-31,"30-49 years",0.00679692291274767
"678",2021-11-07,"30-49 years",0.00594686802837722
"679",2021-11-14,"30-49 years",0.0058938837960173
"680",2021-11-21,"30-49 years",0.00429928911864462
"681",2021-11-28,"30-49 years",0.00584521164797949
"682",2021-12-05,"30-49 years",0.00550386181405922
"683",2021-12-12,"30-49 years",0.00486307399383557
"684",2021-12-19,"30-49 years",0.00379187366350573
"685",2021-12-26,"30-49 years",0.0041147258646797
"686",2022-01-02,"30-49 years",0.00486605618299293
"687",2022-01-09,"30-49 years",0.00424585151293307
"688",2022-01-16,"30-49 years",0.00360026801014557
"689",2022-01-23,"30-49 years",0.00395190438166605
"690",2022-01-30,"30-49 years",0.00380894065145358
"691",2022-02-06,"30-49 years",0.00358793625498136
"692",2022-02-13,"30-49 years",0.00293384948311005
"693",2022-02-20,"30-49 years",0.00243444362384987
"694",2022-02-27,"30-49 years",0.00204241672418127
"695",2022-03-06,"30-49 years",0.00166985465374245
"696",2022-03-13,"30-49 years",0.00143454380928562
"697",2022-03-20,"30-49 years",0.00122516592054175
"698",2022-03-27,"30-49 years",0.00107339667234438
"699",2022-04-03,"30-49 years",0.000945615911929667
"700",2022-04-10,"30-49 years",0.000883977286035383
"701",2022-04-17,"30-49 years",0.000809140458127122
"702",2022-04-24,"30-49 years",0.00082615707125812
"703",2022-05-01,"30-49 years",0.00078801325994139
"704",2022-05-08,"30-49 years",0.000744600242782437
"705",2022-05-15,"30-49 years",0.00076389379763493
"706",2022-05-22,"30-49 years",0.000730424769321624
"707",2022-05-29,"30-49 years",0.000645069679655659
"708",2022-06-05,"30-49 years",0.000689198019213842
"709",2022-06-12,"30-49 years",0.00065600101491151
"710",2022-06-19,"30-49 years",0.000602543259273218
"711",2022-06-26,"30-49 years",0.000607218042276642
"712",2022-07-03,"30-49 years",0.000554908832462467
"713",2022-07-10,"30-49 years",0.000621927488796036
"714",2022-07-17,"30-49 years",0.000621171866543328
"715",2022-07-24,"30-49 years",0.000579602567680984
"716",2022-07-31,"30-49 years",0.000558243645337754
"717",2022-08-07,"30-49 years",0.000539020615228847
"718",2022-08-14,"30-49 years",0.000526457135907145
"719",2022-08-21,"30-49 years",0.000497844239937912
"720",2022-08-28,"30-49 years",0.000430281535582393
"721",2022-09-04,"30-49 years",0.0007571435721774
"722",2022-09-11,"30-49 years",0.00104180158721779
"723",2022-09-18,"30-49 years",0.00110091139730634
"724",2022-09-25,"30-49 years",0.00108958713847908
"725",2022-10-02,"30-49 years",0.0011111475600897
"726",2022-10-09,"30-49 years",0.0011180086101443
"727",2022-10-16,"30-49 years",0.00110659367664671
"728",2022-10-23,"30-49 years",0.0010807110957506
"729",2022-10-30,"30-49 years",0.00100600524236614
"730",2022-11-06,"30-49 years",0.000924508863670673
"731",2022-11-13,"30-49 years",0.000872582502464538
"732",2022-11-20,"30-49 years",0.000616325809162623
"733",2022-11-27,"30-49 years",0.000667103624544642
"734",2022-12-04,"30-49 years",0.0006605548983545
"735",2022-12-11,"30-49 years",0.000652102004087534
"736",2022-12-18,"30-49 years",0.00055100982163849
"737",2022-12-25,"30-49 years",0.000437525434245026
"738",2023-01-01,"30-49 years",0.000458713082210976
"739",2023-01-08,"30-49 years",0.000426110500747441
"740",2023-01-15,"30-49 years",0.00030489861644961
"741",2023-01-22,"30-49 years",0.000277474566157972
"742",2023-01-29,"30-49 years",0.000260306828576433
"743",2023-02-05,"30-49 years",0.000241668146342954
"744",2023-02-12,"30-49 years",0.000204441156692842
"745",2023-02-19,"30-49 years",0.000190920555851043
"746",2023-02-26,"30-49 years",0.000208360317443558
"747",2023-03-05,"30-49 years",0.000197277857737165
"748",2023-03-12,"30-49 years",0.000178125352371844
"749",2023-03-19,"30-49 years",0.000181832938891801
"750",2023-03-26,"30-49 years",0.000176352158818821
"751",2023-04-02,"30-49 years",0.000155204810706349
"752",2023-04-09,"30-49 years",0.000152696144827357
"753",2023-04-16,"30-49 years",0.000114491883730409
"754",2023-04-23,"30-49 years",0.000100759708657851
"755",2023-04-30,"30-49 years",9.02918217169946e-05
"756",2023-05-07,"30-49 years",1.38228497428829e-05
