"","weeks","immuno","severe_inf_ve","severe_vacc_ve","severe_hybrid_ve","nonsevere_inf_ve","nonsevere_vacc_ve","nonsevere_hybrid_ve"
"23",15,0,0.92353080405329,0.786105824785244,0.973017200011276,0.718992664400274,0.471280096894546,0.735979018405851
"24",15,1,0.77353080405329,0.636105824785244,0.894294530275948,0.568992664400274,0.321280096894546,0.585979018405851
"25",16,0,0.921306166575708,0.776665814287761,0.972359278439336,0.708351204145573,0.461314222582995,0.727786311257107
"26",16,1,0.771306166575708,0.626665814287761,0.891721764054986,0.558351204145573,0.311314222582995,0.577786311257107
"27",17,0,0.919157524520105,0.767419129405449,0.971726650971906,0.697988302567559,0.451781682548292,0.719859024392675
"28",17,1,0.769157524520105,0.617419129405449,0.889174291938534,0.547988302567559,0.301781682548292,0.569859024392675
"29",18,0,0.917078027992613,0.758350764543942,0.971116938519034,0.687880886641509,0.442639720829918,0.71217366237779
"30",18,1,0.767078027992613,0.608350764543942,0.88664973483664,0.537880886641509,0.292639720829918,0.56217366237779
"31",19,0,0.915061786199033,0.749447642394175,0.970528103686305,0.678008958909223,0.433851903647101,0.704709984647603
"32",19,1,0.765061786199033,0.599447642394175,0.88414605535489,0.528008958909223,0.283851903647101,0.554709984647603
"33",2,0,0.968763304583968,0.944457440314783,0.98728107549444,0.911946777293384,0.704855403907534,0.898305030130554
"34",2,1,0.818763304583968,0.794457440314783,0.933451386196396,0.761946777293384,0.554855403907534,0.748305030130554
"35",20,0,0.913103690255868,0.74069827820294,0.969958386508873,0.668355048380942,0.42538690553344,0.697450408652011
"36",20,1,0.763103690255868,0.59069827820294,0.881661493528436,0.518355048380942,0.27538690553344,0.547450408652011
"37",21,0,0.911199275882662,0.732092516295026,0.969406254849227,0.658903781863104,0.417217576860886,0.690379546579297
"38",21,1,0.761199275882662,0.582092516295026,0.879194517219768,0.508903781863104,0.267217576860886,0.540379546579297
"39",22,0,0.909344615541462,0.723621320607884,0.968870365579933,0.649641544851166,0.409320217367382,0.683483840868724
"40",22,1,0.759344615541462,0.573621320607884,0.876743783301452,0.499641544851166,0.259320217367382,0.533483840868724
"41",23,0,0.907536232666376,0.715276606221972,0.968349533826919,0.640556210073078,0.401674002976644,0.676751273943526
"42",23,1,0.757536232666376,0.565276606221972,0.874308106899416,0.490556210073078,0.251674002976644,0.526751273943526
"43",24,0,0.905771032702245,0.707051102435183,0.967842708324777,0.631636917846849,0.394260528371316,0.670171134502297
"44",24,1,0.755771032702245,0.557051102435183,0.871886436748252,0.481636917846849,0.244260528371316,0.520171134502297
"45",25,0,0.904046247100002,0.698938240410926,0.96734895146751,0.622873896625629,0.387063438140787,0.663733827466365
"46",25,1,0.754046247100002,0.548938240410926,0.869477835241963,0.472873896625629,0.237063438140787,0.513733827466365
"47",26,0,0.902359387417075,0.690932060186246,0.966867423009639,0.614258315071483,0.380068126529025,0.65743071801955
