"","weeks","immuno","prior_inf","prior_vacc","severe_ve","nonsevere_ve"
"289",49,0,0,1,0.32477243189041,0
"290",49,0,1,0,0.71176338651412,0.127708555563542
"291",49,0,1,1,0.765153880035422,0.156841572183111
"292",49,1,0,1,0.17477243189041,0
"293",49,1,1,0,0.56176338651412,0
"294",49,1,1,1,0.621326492233351,0.00684157218311102
"295",5,0,0,1,0.853397294371278,0.446341648173218
"296",5,0,1,0,0.895453025654704,0.765692264064787
"297",5,0,1,1,0.899818946950362,0.713867944727252
"298",5,1,0,1,0.703397294371278,0.296341648173218
"299",5,1,1,0,0.745453025654704,0.615692264064787
"300",5,1,1,1,0.840244723705253,0.563867944727252
"301",50,0,0,1,0.315581885223186,0
"302",50,0,1,0,0.709164297166403,0.117499901086907
"303",50,0,1,1,0.763376182197185,0.148737282626021
"304",50,1,0,1,0.165581885223186,0
"305",50,1,1,0,0.559164297166403,0
"306",50,1,1,1,0.617633949746092,0
"307",51,0,0,1,0.306451950949319,0
"308",51,0,1,0,0.706593934740025,0.107377471468712
"309",51,0,1,1,0.761620629845883,0.140717891083774
"310",51,1,0,1,0.156451950949319,0
"311",51,1,1,0,0.556593934740025,0
"312",51,1,1,1,0.613963552745768,0
"313",52,0,0,1,0.29738105233289,0
"314",52,0,1,0,0.704051427615827,0.0973388687274474
"315",52,0,1,1,0.759886520847754,0.132780869183737
"316",52,1,0,1,0.14738105233289,0
"317",52,1,1,0,0.554051427615827,0
"318",52,1,1,1,0.610314599098617,0
"319",53,0,0,1,0.288367683100933,0
"320",53,0,1,0,0.701535946791632,0.0873818062325929
"321",53,0,1,1,0.758173188329641,0.124923810799385
"322",53,1,0,1,0.138367683100933,0
"323",53,1,1,0,0.551535946791631,0
"324",53,1,1,1,0.606686421931482,0
"325",54,0,0,1,0.279410403027945,0
"326",54,0,1,0,0.699046703037492,0.0775041015379129
"327",54,0,1,1,0.756479998279872,0.11714442395488
"328",54,1,0,1,0.129410403027945,0
"329",54,1,1,0,0.549046703037491,0
"330",54,1,1,1,0.603078387232691,0
"331",55,0,0,1,0.27050783387354,0
"332",55,0,1,0,0.696582944289768,0.0677036697997593
"333",55,0,1,1,0.754806347353552,0.109440523405102
"334",55,1,0,1,0.12050783387354,0
"335",55,1,1,0,0.546582944289767,0
"336",55,1,1,1,0.599489891657349,0
"337",56,0,0,1,0.261658655639097,0
"338",56,0,1,0,0.694143953260017,0.0579785177228823
"339",56,0,1,1,0.75315166086148,0.101810023823588
"340",56,1,0,1,0.111658655639097,0
"341",56,1,1,0,0.544143953260017,0
"342",56,1,1,1,0.595920360516256,0
"343",57,0,0,1,0.252861603113119,0
"344",57,0,1,0,0.691729045237487,0.0483267379828384
"345",57,0,1,1,0.751515390924327,0.0942509335386272
"346",57,1,0,1,0.102861603113119,0
"347",57,1,1,0,0.541729045237487,0
"348",57,1,1,1,0.592369245930081,0
"349",58,0,0,1,0.244115462678388,0
"350",58,0,1,0,0.689337566066419,0.0387465040797992
"351",58,0,1,1,0.749897014775854,0.0867613487646145
"352",58,1,0,1,0.0941154626783882,0
"353",58,1,1,0,0.539337566066419,0
"354",58,1,1,1,0.588836025132586,0
"355",59,0,0,1,0.235419069356889,0
"356",59,0,1,0,0.686968890281517,0.029236065583551
"357",59,0,1,1,0.748296033200785,0.0793394482816658
"358",59,1,0,1,0.0876771413175332,0
"359",59,1,1,0,0.536968890281516,0
"360",59,1,1,1,0.585320198908495,0
"361",6,0,0,1,0.834374023063504,0.416350374316296
"362",6,0,1,0,0.886630934550965,0.739750840891552
"363",6,0,1,1,0.892763704446176,0.688068951762067
"364",6,1,0,1,0.684374023063504,0.266350374316296
"365",6,1,1,0,0.736630934550965,0.589750840891552
"366",6,1,1,1,0.831274636552045,0.538068951762067
"367",60,0,0,1,0.226771304071101,0
"368",60,0,1,0,0.684622419386719,0.0197937437338439
"369",60,0,1,1,0.746711969094555,0.0719834885216813
"370",60,1,0,1,0.0814583895280428,0
"371",60,1,1,0,0.534622419386719,0
"372",60,1,1,1,0.581821290153243,0
"373",61,0,0,1,0.218171091102456,0
"374",61,0,1,0,0.6822975802641,0.0104179273640704
"375",61,0,1,1,0.745144366133557,0.0646917990235794
"376",61,1,0,1,0.075273833400386,0
"377",61,1,1,0,0.532297580264099,0
"378",61,1,1,1,0.578338842543223,0
"379",62,0,0,1,0.209617395729802,0
"380",62,0,1,0,0.67999382370107,0.001107069119616
"381",62,0,1,1,0.743592787545766,0.0574627782243867
"382",62,1,0,1,0.0691227288493793,0
"383",62,1,1,0,0.52999382370107,0
"384",62,1,1,1,0.57487241930641,0
"385",63,0,0,1,0.201109222032404,0
"386",63,0,1,0,0.67771062302534,0
"387",63,0,1,1,0.742056814972638,0.050294889556371
"388",63,1,0,1,0.0630043596918655,0
"389",63,1,1,0,0.52771062302534,0
"390",63,1,1,1,0.571421602084261,0
"391",64,0,0,1,0.192645610843621,0
"392",64,0,1,0,0.675447472838169,0
"393",64,0,1,1,0.74053604741421,0.0431866578234734
"394",64,1,0,1,0.056918036175165,0
"395",64,1,1,0,0.525447472838169,0
"396",64,1,1,1,0.567985989876811,0
"397",65,0,0,1,0.18422563784271,0
"398",65,0,1,0,0.673203887837416,0
"399",65,0,1,1,0.739030100250092,0.0361366658330162
"400",65,1,0,1,0.0508630936048655,0
"401",65,1,1,0,0.523203887837415,0
"402",65,1,1,1,0.564565198063671,0
"403",66,0,0,1,0.175848411773482,0
"404",66,0,1,0,0.670979401722737,0
"405",66,0,1,1,0.737538604329822,0.0291435512610683
"406",66,1,0,1,0.045631700172262,0
"407",66,1,1,0,0.520979401722737,0
"408",66,1,1,1,0.561158857494379,0
"409",67,0,0,1,0.167513072779572,0
"410",67,0,1,0,0.668773566176052,0
"411",67,0,1,1,0.736061205126703,0.0222060037319717
"412",67,1,0,1,0.0417948291065735,0
"413",67,1,1,0,0.518773566176052,0
"414",67,1,1,1,0.557766613642238,0
"415",68,0,0,1,0.159218790847063,0
"416",68,0,1,0,0.666585949911052,0
"417",68,0,1,1,0.734597561949803,0.0153227620944352
"418",68,1,0,1,0.037976857170368,0
"419",68,1,1,0,0.516585949911052,0
"420",68,1,1,1,0.554388125816316,0
"421",69,0,0,1,0.150964764346075,0
"422",69,0,1,0,0.66441613778614,0
"423",69,0,1,1,0.733147347209336,0.00849261187827547
"424",69,1,0,1,0.034177415362398,0
"425",69,1,1,0,0.51441613778614,0
"426",69,1,1,1,0.551023066426827,0
"427",7,0,0,1,0.816376664161623,0.389729128838063
"428",7,0,1,0,0.878593636153717,0.715589337064276
"429",7,0,1,1,0.886412321656112,0.664449635188731
"430",7,1,0,1,0.666376664161623,0.239729128838063
"431",7,1,1,0,0.728593636153716,0.565589337064276
"432",7,1,1,1,0.823008409112959,0.514449635188731
"433",70,0,0,1,0.142750218663698,0
"434",70,0,1,0,0.66226372997571,0
"435",70,0,1,1,0.731710245731083,0.00171438291738796
"436",70,1,0,1,0.030396147117697,0
"437",70,1,1,0,0.51226372997571,0
"438",70,1,1,1,0.547671120299552,0
"439",71,0,0,1,0.134574404921303,0
"440",71,0,1,0,0.660128341195161,0
"441",71,0,1,1,0.730285954115934,0
"442",71,1,0,1,0.0266327077171435,0
"443",71,1,1,0,0.510128341195161,0
"444",71,1,1,1,0.544331984035382,0
"445",72,0,0,1,0.12643659876993,0
"446",72,0,1,0,0.658009599975437,0
"447",72,0,1,1,0.728874180140987,0
"448",72,1,0,1,0.022886763732958,0
"449",72,1,1,0,0.508009599975437,0
"450",72,1,1,1,0.541005365411413,0
"451",73,0,0,1,0.11833609925798,0
"452",73,0,1,0,0.655907147983313,0
"453",73,0,1,1,0.72747464219897,0
"454",73,1,0,1,0.0191579925074885,0
"455",73,1,1,0,0.505907147983313,0
"456",73,1,1,1,0.537690982820374,0
"457",74,0,0,1,0.110272227765938,0
"458",74,0,1,0,0.653820639383932,0
"459",74,0,1,1,0.726087068773043,0
"460",74,1,0,1,0.0154460816628485,0
"461",74,1,1,0,0.503820639383932,0
"462",74,1,1,1,0.534388564745425,0
"463",75,0,0,1,0.104408970008898,0
"464",75,0,1,0,0.651749740242457,0
"465",75,0,1,1,0.72471119794431,0
"466",75,1,0,1,0.011750728639193,0
"467",75,1,1,0,0.501749740242457,0
"468",75,1,1,1,0.53109784926767,0
"469",76,0,0,1,0.098661382242834,0
"470",76,0,1,0,0.649694127961923,0
"471",76,0,1,1,0.723346776929578,0
"472",76,1,0,1,0.008071640259602,0
"473",76,1,1,0,0.499694127961923,0
"474",76,1,1,1,0.527818583603916,0
"475",77,0,0,1,0.0929387596230859,0
"476",77,0,1,0,0.647653490754684,0
"477",77,0,1,1,0.721993561647152,0
"478",77,1,0,1,0.0044085323197095,0
"479",77,1,1,0,0.497653490754684,0
"480",77,1,1,1,0.524550523672468,0
"481",78,0,0,1,0.0872406715687354,0
"482",78,0,1,0,0.645627527145005,0
"483",78,0,1,1,0.720651316308618,0
"484",78,1,0,1,0.0007611292003655,0
"485",78,1,1,0,0.495627527145005,0
"486",78,1,1,1,0.521293433684913,0
"487",79,0,0,1,0.081566700339378,0
"488",79,0,1,0,0.643615945500621,0
"489",79,0,1,1,0.719319813034741,0
"490",79,1,0,1,0,0
"491",79,1,1,0,0.493615945500621,0
"492",79,1,1,1,0.518047085762014,0
"493",8,0,0,1,0.799213321490249,0.365689251475989
"494",8,0,1,0,0.87117226348859,0.69285385523044
"495",8,0,1,1,0.880607225914491,0.642548820918299
"496",8,1,0,1,0.649213321490249,0.215689251475989
"497",8,1,1,0,0.72117226348859,0.54285385523044
"498",8,1,1,1,0.815288468722316,0.492548820918299
"499",80,0,0,1,0.0759164404948164,0
"500",80,0,1,0,0.64161846359121,0
"501",80,0,1,1,0.717998831493776,0
"502",80,1,0,1,0,0
"503",80,1,1,0,0.49161846359121,0
"504",80,1,1,1,0.514811259572027,0
"505",81,0,0,1,0.070289498383947,0
"506",81,0,1,0,0.639634808171923,0
"507",81,0,1,1,0.716688158560612,0
"508",81,1,0,1,0,0
"509",81,1,1,0,0.489634808171923,0
"510",81,1,1,1,0.511585741989841,0
"511",82,0,0,1,0.0646854916609184,0
"512",82,0,1,0,0.637664714590269,0
"513",82,0,1,1,0.715387587995323,0
"514",82,1,0,1,0,0
"515",82,1,1,0,0.487664714590269,0
"516",82,1,1,1,0.50837032677553,0
"517",83,0,0,1,0.059104048826801,0
"518",83,0,1,0,0.635707926414755,0
"519",83,0,1,1,0.714096920139775,0
"520",83,1,0,1,0,0
"521",83,1,1,0,0.485707926414755,0
"522",83,1,1,1,0.50516481427096,0
"523",84,0,0,1,0.054192070628931,0
"524",84,0,1,0,0.633764195083858,0
"525",84,0,1,1,0.712815961631097,0
"526",84,1,0,1,0,0
"527",84,1,1,0,0.483764195083858,0
"528",84,1,1,1,0.50196901111326,0
"529",85,0,0,1,0.0506475330187965,0
"530",85,0,1,0,0.63183327957396,0
"531",85,0,1,1,0.711544525130867,0
"532",85,1,0,1,0,0
"533",85,1,1,0,0.48183327957396,0
"534",85,1,1,1,0.498782729964008,0
"535",86,0,0,1,0.0471167643279023,0
"536",86,0,1,0,0.629914946085036,0
"537",86,0,1,1,0.710282429068989,0
"538",86,1,0,1,0,0
"539",86,1,1,0,0.479914946085036,0
"540",86,1,1,1,0.495605789253109,0
"541",87,0,0,1,0.0435995518866137,0
"542",87,0,1,0,0.628008967742931,0
"543",87,0,1,1,0.709029497401305,0
"544",87,1,0,1,0,0
"545",87,1,1,0,0.478008967742931,0
"546",87,1,1,1,0.492438012936403,0
"547",88,0,0,1,0.0400956887124758,0
"548",88,0,1,0,0.626115124317181,0
"549",88,0,1,1,0.707785559380045,0
"550",88,1,0,1,0,0
"551",88,1,1,0,0.476115124317181,0
"552",88,1,1,1,0.489279230266121,0
"553",89,0,0,1,0.0366049732953393,0
"554",89,0,1,0,0.624233201953404,0
"555",89,0,1,1,0.706550449336307,0
"556",89,1,0,1,0,0
"557",89,1,1,0,0.474233201953404,0
"558",89,1,1,1,0.486129275573361,0
"559",9,0,0,1,0.782747333566929,0.343699739812796
"560",9,0,1,0,0.864250481951023,0.671295805984386
"561",9,0,1,1,0.875240998078635,0.622047428147521
"562",9,1,0,1,0.632747333566929,0.193699739812796
"563",9,1,1,0,0.714250481951023,0.521295805984386
"564",9,1,1,1,0.808007396237438,0.472047428147521
"565",90,0,0,1,0.0331272093929248,0
"566",90,0,1,0,0.622362992919337,0
"567",90,0,1,1,0.70532400647381,0
"568",90,1,0,1,0,0
"569",90,1,1,0,0.472362992919337,0
"570",90,1,1,1,0.482987988061842,0
"571",91,0,0,1,0.029662205836205,0
"572",91,0,1,0,0.620504295363696,0
"573",91,0,1,1,0.704106074673207,0
"574",91,1,0,1,0,0
"575",91,1,1,0,0.470504295363696,0
"576",91,1,1,1,0.479855211612217,0
"577",92,0,0,1,0.0262097763440365,0
"578",92,0,1,0,0.618656913087073,0
"579",92,0,1,1,0.702896502306319,0
"580",92,1,0,1,0,0
